id,fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin
257,07/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,16.8,0,9,06:30,24.7,15:00,,,,,,,,
280,08/10/2013,3195,MADRID. RETIRO,MADRID,667,18.1,0,12.7,05:30,23.5,13:20,2,1.4,6.9,23:20,946.2,10,943.6,16
258,08/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,17.3,0,8.9,06:50,25.7,15:10,,,,,,,,
280,08/10/2013,3195,MADRID. RETIRO,MADRID,667,18.1,0,12.7,05:30,23.5,13:20,2,1.4,6.9,23:20,946.2,10,943.6,16
281,09/10/2013,3195,MADRID. RETIRO,MADRID,667,18.6,0,13.7,07:30,23.4,13:30,2,1.1,7.2,00:50,944.7,Varias,941,18
259,09/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,18.8,0,12.3,04:40,25.4,14:50,,,,,,,,
281,09/10/2013,3195,MADRID. RETIRO,MADRID,667,18.6,0,13.7,07:30,23.4,13:30,2,1.1,7.2,00:50,944.7,Varias,941,18
282,10/10/2013,3195,MADRID. RETIRO,MADRID,667,18.6,0,13,06:50,24.2,13:10,23,1.7,6.4,13:20,941.8,Varias,937.6,18
260,10/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,18.2,0,9.5,06:40,26.9,15:00,,,,,,,,
282,10/10/2013,3195,MADRID. RETIRO,MADRID,667,18.6,0,13,06:50,24.2,13:10,23,1.7,6.4,13:20,941.8,Varias,937.6,18
283,11/10/2013,3195,MADRID. RETIRO,MADRID,667,16.4,0,10.2,07:20,22.5,13:15,5,1.1,10,20:50,938.3,24,934.7,17
261,11/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,16.8,0,8.4,07:00,25.1,15:10,,,,,,,,
283,11/10/2013,3195,MADRID. RETIRO,MADRID,667,16.4,0,10.2,07:20,22.5,13:15,5,1.1,10,20:50,938.3,24,934.7,17
262,12/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,14.6,0,6.7,06:20,22.4,14:40,,,,,,,,
284,12/10/2013,3195,MADRID. RETIRO,MADRID,667,14.9,0,9.6,06:40,20.2,14:55,3,1.9,7.8,00:20,941.2,22,938.2,1
284,12/10/2013,3195,MADRID. RETIRO,MADRID,667,14.9,0,9.6,06:40,20.2,14:55,3,1.9,7.8,00:20,941.2,22,938.2,1
285,13/10/2013,3195,MADRID. RETIRO,MADRID,667,13.8,0,10.2,04:40,17.5,13:35,23,1.1,6.1,13:20,944,Varias,941.1,0
285,13/10/2013,3195,MADRID. RETIRO,MADRID,667,13.8,0,10.2,04:40,17.5,13:35,23,1.1,6.1,13:20,944,Varias,941.1,0
263,13/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,14.8,0,9.7,04:10,19.9,15:00,,,,,,,,
286,14/10/2013,3195,MADRID. RETIRO,MADRID,667,15.6,0,10.3,Varias,20.8,14:30,23,1.4,6.9,16:40,944,0,943,18
286,14/10/2013,3195,MADRID. RETIRO,MADRID,667,15.6,0,10.3,Varias,20.8,14:30,23,1.4,6.9,16:40,944,0,943,18
264,14/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,15,0,7.5,06:10,22.6,15:00,,,,,,,,
287,15/10/2013,3195,MADRID. RETIRO,MADRID,667,16.6,0,12.6,05:50,20.6,15:10,26,1.7,6.4,10:20,944.9,Varias,943.1,4
287,15/10/2013,3195,MADRID. RETIRO,MADRID,667,16.6,0,12.6,05:50,20.6,15:10,26,1.7,6.4,10:20,944.9,Varias,943.1,4
265,15/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,16.8,0,11.6,03:50,21.9,15:00,,,,,,,,
288,16/10/2013,3195,MADRID. RETIRO,MADRID,667,17.5,0,12.8,03:55,22.2,16:05,12,0.8,3.9,11:20,945.7,11,943.3,17
266,16/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,18,0,11.4,03:50,24.6,15:20,,,,,,,,
288,16/10/2013,3195,MADRID. RETIRO,MADRID,667,17.5,0,12.8,03:55,22.2,16:05,12,0.8,3.9,11:20,945.7,11,943.3,17
267,17/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,18.6,0,10.6,07:00,26.7,15:10,,,,,,,,
289,17/10/2013,3195,MADRID. RETIRO,MADRID,667,18.8,0,13.4,06:50,24.2,15:10,4,0.3,5.3,08:20,944.2,0,938.9,Varias
289,17/10/2013,3195,MADRID. RETIRO,MADRID,667,18.8,0,13.4,06:50,24.2,15:10,4,0.3,5.3,08:20,944.2,0,938.9,Varias
268,18/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,17.9,0,9.3,06:50,26.5,14:10,,,,,,,,
290,18/10/2013,3195,MADRID. RETIRO,MADRID,667,18.2,0,12.4,06:10,24,14:15,23,1.9,6.9,12:00,939.4,9,936.8,18
290,18/10/2013,3195,MADRID. RETIRO,MADRID,667,18.2,0,12.4,06:10,24,14:15,23,1.9,6.9,12:00,939.4,9,936.8,18
269,19/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,18.4,1.5,14.8,Varias,22.1,14:10,,,,,,,,
291,19/10/2013,3195,MADRID. RETIRO,MADRID,667,18,3.6,14.9,22:00,21.2,14:30,22,1.1,8.3,15:30,941.6,11,938.1,0
291,19/10/2013,3195,MADRID. RETIRO,MADRID,667,18,3.6,14.9,22:00,21.2,14:30,22,1.1,8.3,15:30,941.6,11,938.1,0
292,20/10/2013,3195,MADRID. RETIRO,MADRID,667,16.2,0,12.9,23:59,19.5,07:50,23,2.8,8.9,14:50,943.5,22,940,5
270,20/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,15.7,0,10.7,23:59,20.7,14:50,,,,,,,,
292,20/10/2013,3195,MADRID. RETIRO,MADRID,667,16.2,0,12.9,23:59,19.5,07:50,23,2.8,8.9,14:50,943.5,22,940,5
293,21/10/2013,3195,MADRID. RETIRO,MADRID,667,15.6,0,11.1,05:30,20.1,13:10,25,1.4,6.4,12:50,942.9,0,937,24
271,21/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,14.4,0,8.3,05:40,20.6,13:10,,,,,,,,
293,21/10/2013,3195,MADRID. RETIRO,MADRID,667,15.6,0,11.1,05:30,20.1,13:10,25,1.4,6.4,12:50,942.9,0,937,24
272,22/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,14,4,12.6,04:00,15.4,08:00,,,,,,,,
294,22/10/2013,3195,MADRID. RETIRO,MADRID,667,14.4,5.6,13.2,03:50,15.5,08:20,14,2.2,9.2,12:50,937.3,1,932.6,15
294,22/10/2013,3195,MADRID. RETIRO,MADRID,667,14.4,5.6,13.2,03:50,15.5,08:20,14,2.2,9.2,12:50,937.3,1,932.6,15
295,23/10/2013,3195,MADRID. RETIRO,MADRID,667,15.6,2.9,12.2,06:55,18.9,13:05,26,1.9,9.4,14:10,941,21,935.8,0
273,23/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,15.8,3.1,12.1,07:10,19.5,15:10,,,,,,,,
295,23/10/2013,3195,MADRID. RETIRO,MADRID,667,15.6,2.9,12.2,06:55,18.9,13:05,26,1.9,9.4,14:10,941,21,935.8,0
274,24/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,15.8,12.1,12.5,00:30,19.1,15:40,,,,,,,,
296,24/10/2013,3195,MADRID. RETIRO,MADRID,667,16,16.6,13.1,Varias,19,Varias,19,2.2,9.4,18:20,940.7,0,935,17
296,24/10/2013,3195,MADRID. RETIRO,MADRID,667,16,16.6,13.1,Varias,19,Varias,19,2.2,9.4,18:20,940.7,0,935,17
297,25/10/2013,3195,MADRID. RETIRO,MADRID,667,15.1,8.1,13.6,06:50,16.6,14:30,9,1.1,5.3,15:20,939.3,24,933.4,5
275,25/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,15.2,6.8,13.3,23:59,17,14:00,,,,,,,,
297,25/10/2013,3195,MADRID. RETIRO,MADRID,667,15.1,8.1,13.6,06:50,16.6,14:30,9,1.1,5.3,15:20,939.3,24,933.4,5
298,26/10/2013,3195,MADRID. RETIRO,MADRID,667,15.7,0,12.8,23:59,18.6,14:40,26,1.4,5.8,14:10,945.3,24,939.3,0
298,26/10/2013,3195,MADRID. RETIRO,MADRID,667,15.7,0,12.8,23:59,18.6,14:40,26,1.4,5.8,14:10,945.3,24,939.3,0
276,26/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,15.6,0,11,23:59,20.3,14:50,,,,,,,,
299,27/10/2013,3195,MADRID. RETIRO,MADRID,667,15,0,10.4,07:15,19.6,14:10,20,1.1,5.3,13:30,948.7,11,945.2,24
299,27/10/2013,3195,MADRID. RETIRO,MADRID,667,15,0,10.4,07:15,19.6,14:10,20,1.1,5.3,13:30,948.7,11,945.2,24
277,27/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,14.9,0,8,Varias,21.8,15:00,,,,,,,,
300,28/10/2013,3195,MADRID. RETIRO,MADRID,667,14.8,0,10.2,07:15,19.4,14:20,31,0.8,10.8,22:10,945.2,0,940,16
278,28/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,14.5,0,8.1,07:00,20.9,13:10,,,,,,,,
300,28/10/2013,3195,MADRID. RETIRO,MADRID,667,14.8,0,10.2,07:15,19.4,14:20,31,0.8,10.8,22:10,945.2,0,940,16
279,29/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,11.4,0,5.9,23:59,16.9,13:40,,,,,,,,
301,29/10/2013,3195,MADRID. RETIRO,MADRID,667,11,0,7.4,06:50,14.6,12:50,29,2.2,10.8,00:50,945.4,Varias,940.5,3
301,29/10/2013,3195,MADRID. RETIRO,MADRID,667,11,0,7.4,06:50,14.6,12:50,29,2.2,10.8,00:50,945.4,Varias,940.5,3
280,30/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9.4,0,1.6,06:40,17.2,14:20,,,,,,,,
302,30/10/2013,3195,MADRID. RETIRO,MADRID,667,10.4,0,6,05:10,14.7,15:10,3,1.9,7.8,18:10,946,9,943.5,15
302,30/10/2013,3195,MADRID. RETIRO,MADRID,667,10.4,0,6,05:10,14.7,15:10,3,1.9,7.8,18:10,946,9,943.5,15
303,31/10/2013,3195,MADRID. RETIRO,MADRID,667,10.4,0,5,06:40,15.9,15:20,30,0.8,4.2,20:10,947,10,945,Varias
303,31/10/2013,3195,MADRID. RETIRO,MADRID,667,10.4,0,5,06:40,15.9,15:20,30,0.8,4.2,20:10,947,10,945,Varias
281,31/10/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,10.2,0,1.3,05:20,19,14:40,,,,,,,,
282,01/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,10.6,0,2.8,07:00,18.3,13:20,,,,,,,,
304,01/11/2013,3195,MADRID. RETIRO,MADRID,667,11,0,5.6,06:50,16.4,13:50,27,0.8,6.4,15:00,946.2,0,944.4,18
304,01/11/2013,3195,MADRID. RETIRO,MADRID,667,11,0,5.6,06:50,16.4,13:50,27,0.8,6.4,15:00,946.2,0,944.4,18
305,02/11/2013,3195,MADRID. RETIRO,MADRID,667,12.2,0,7.5,06:50,17,13:10,28,1.7,8.1,15:50,944.9,0,941.3,17
283,02/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,12,0,5.2,07:00,18.9,14:50,,,,,,,,
305,02/11/2013,3195,MADRID. RETIRO,MADRID,667,12.2,0,7.5,06:50,17,13:10,28,1.7,8.1,15:50,944.9,0,941.3,17
284,03/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,13.2,0,8.2,01:40,18.3,14:10,,,,,,,,
306,03/11/2013,3195,MADRID. RETIRO,MADRID,667,12.7,0,9.2,02:10,16.2,14:40,21,0.3,4.7,12:30,943.5,Varias,941,24
306,03/11/2013,3195,MADRID. RETIRO,MADRID,667,12.7,0,9.2,02:10,16.2,14:40,21,0.3,4.7,12:30,943.5,Varias,941,24
285,04/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,12.4,0,9.4,Varias,15.5,22:00,,,,,,,,
307,04/11/2013,3195,MADRID. RETIRO,MADRID,667,12.6,0,9.9,07:10,15.2,16:30,27,3.3,12.8,23:57,941,0,935.8,16
307,04/11/2013,3195,MADRID. RETIRO,MADRID,667,12.6,0,9.9,07:10,15.2,16:30,27,3.3,12.8,23:57,941,0,935.8,16
308,05/11/2013,3195,MADRID. RETIRO,MADRID,667,17.2,0,14.1,00:00,20.4,13:50,29,3.6,13.6,00:30,944.4,24,937.8,1
308,05/11/2013,3195,MADRID. RETIRO,MADRID,667,17.2,0,14.1,00:00,20.4,13:50,29,3.6,13.6,00:30,944.4,24,937.8,1
286,05/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,18.4,0,14,Varias,22.9,15:00,,,,,,,,
309,06/11/2013,3195,MADRID. RETIRO,MADRID,667,15.2,0,10.3,07:25,20,14:30,26,0.8,5.8,14:40,945,Varias,942,Varias
287,06/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,16,0.1,9.2,07:00,22.9,15:00,,,,,,,,
309,06/11/2013,3195,MADRID. RETIRO,MADRID,667,15.2,0,10.3,07:25,20,14:30,26,0.8,5.8,14:40,945,Varias,942,Varias
310,07/11/2013,3195,MADRID. RETIRO,MADRID,667,13.3,0,11.2,02:15,15.4,15:45,27,1.1,5,22:40,943.2,24,942.3,7
288,07/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,13,0.1,9.4,23:50,16.7,15:20,,,,,,,,
310,07/11/2013,3195,MADRID. RETIRO,MADRID,667,13.3,0,11.2,02:15,15.4,15:45,27,1.1,5,22:40,943.2,24,942.3,7
311,08/11/2013,3195,MADRID. RETIRO,MADRID,667,12,0,9,03:40,15,14:50,30,1.4,10.3,18:30,944,24,941,Varias
289,08/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,11.2,0,6.8,05:40,15.6,14:40,,,,,,,,
311,08/11/2013,3195,MADRID. RETIRO,MADRID,667,12,0,9,03:40,15,14:50,30,1.4,10.3,18:30,944,24,941,Varias
312,09/11/2013,3195,MADRID. RETIRO,MADRID,667,10.6,0,6.6,07:50,14.5,13:50,22,1.9,13.1,13:10,948.5,23,943.8,2
290,09/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,10.6,0,4.7,06:30,16.5,13:20,,,,,,,,
312,09/11/2013,3195,MADRID. RETIRO,MADRID,667,10.6,0,6.6,07:50,14.5,13:50,22,1.9,13.1,13:10,948.5,23,943.8,2
313,10/11/2013,3195,MADRID. RETIRO,MADRID,667,13.2,0,9.6,Varias,16.8,12:45,34,1.7,11.9,04:40,949.7,11,948,16
313,10/11/2013,3195,MADRID. RETIRO,MADRID,667,13.2,0,9.6,Varias,16.8,12:45,34,1.7,11.9,04:40,949.7,11,948,16
291,10/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,13.4,0,8.1,23:59,18.7,15:10,,,,,,,,
314,11/11/2013,3195,MADRID. RETIRO,MADRID,667,13.4,0,8,04:45,18.9,15:15,3,0.8,7.8,19:30,949.3,10,946.3,23
292,11/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,12.8,0,4.5,07:00,21.1,14:00,,,,,,,,
314,11/11/2013,3195,MADRID. RETIRO,MADRID,667,13.4,0,8,04:45,18.9,15:15,3,0.8,7.8,19:30,949.3,10,946.3,23
315,12/11/2013,3195,MADRID. RETIRO,MADRID,667,14,0,8.2,07:30,19.7,15:10,4,0.8,8.3,21:40,946.5,0,943.2,16
315,12/11/2013,3195,MADRID. RETIRO,MADRID,667,14,0,8.2,07:30,19.7,15:10,4,0.8,8.3,21:40,946.5,0,943.2,16
293,12/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,13.9,0,6,07:20,21.8,14:50,,,,,,,,
316,13/11/2013,3195,MADRID. RETIRO,MADRID,667,14.8,0,11.5,03:50,18,13:50,4,3.1,11.9,05:40,947,24,943.8,13
294,13/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,15,0,10.5,01:20,19.6,14:10,,,,,,,,
316,13/11/2013,3195,MADRID. RETIRO,MADRID,667,14.8,0,11.5,03:50,18,13:50,4,3.1,11.9,05:40,947,24,943.8,13
295,14/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,11.6,0,4.3,23:59,19,14:10,,,,,,,,
317,14/11/2013,3195,MADRID. RETIRO,MADRID,667,11.6,0,6.8,23:59,16.4,14:25,4,2.5,11.1,19:30,949.3,Varias,947,0
317,14/11/2013,3195,MADRID. RETIRO,MADRID,667,11.6,0,6.8,23:59,16.4,14:25,4,2.5,11.1,19:30,949.3,Varias,947,0
318,15/11/2013,3195,MADRID. RETIRO,MADRID,667,7.9,0,4.4,23:59,11.4,13:40,34,3.1,17.5,11:00,947.8,0,940.5,24
318,15/11/2013,3195,MADRID. RETIRO,MADRID,667,7.9,0,4.4,23:59,11.4,13:40,34,3.1,17.5,11:00,947.8,0,940.5,24
296,15/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.1,0,2.6,04:20,13.6,13:40,,,,,,,,
319,16/11/2013,3195,MADRID. RETIRO,MADRID,667,5.2,2.2,3,17:40,7.5,12:50,3,1.9,11.7,09:05,940.5,0,938.9,13
297,16/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.3,2.3,0.7,07:00,7.9,12:40,,,,,,,,
319,16/11/2013,3195,MADRID. RETIRO,MADRID,667,5.2,2.2,3,17:40,7.5,12:50,3,1.9,11.7,09:05,940.5,0,938.9,13
320,17/11/2013,3195,MADRID. RETIRO,MADRID,667,5,10.1,3.6,23:59,6.5,15:55,6,1.1,5,01:50,939.8,0,934.5,24
320,17/11/2013,3195,MADRID. RETIRO,MADRID,667,5,10.1,3.6,23:59,6.5,15:55,6,1.1,5,01:50,939.8,0,934.5,24
298,17/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5,7.7,3.3,23:59,6.8,15:40,,,,,,,,
299,18/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7.3,0.2,2.1,02:40,12.5,15:40,,,,,,,,
321,18/11/2013,3195,MADRID. RETIRO,MADRID,667,6.8,0.3,2.7,Varias,11,15:55,1,1.1,9.7,16:40,934.5,0,929.8,14
321,18/11/2013,3195,MADRID. RETIRO,MADRID,667,6.8,0.3,2.7,Varias,11,15:55,1,1.1,9.7,16:40,934.5,0,929.8,14
300,19/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.1,0,1.5,07:00,14.7,14:40,,,,,,,,
322,19/11/2013,3195,MADRID. RETIRO,MADRID,667,8.5,0,3.8,07:10,13.2,14:20,3,2.2,13.1,21:40,939.6,24,932.4,Varias
322,19/11/2013,3195,MADRID. RETIRO,MADRID,667,8.5,0,3.8,07:10,13.2,14:20,3,2.2,13.1,21:40,939.6,24,932.4,Varias
323,20/11/2013,3195,MADRID. RETIRO,MADRID,667,5.6,0,2.4,07:30,8.8,Varias,2,1.4,9.7,00:50,940.9,7,939.6,Varias
323,20/11/2013,3195,MADRID. RETIRO,MADRID,667,5.6,0,2.4,07:30,8.8,Varias,2,1.4,9.7,00:50,940.9,7,939.6,Varias
301,20/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.4,0,-0.3,07:30,11.1,15:00,,,,,,,,
324,21/11/2013,3195,MADRID. RETIRO,MADRID,667,5.7,0,1,06:20,10.4,14:50,29,2.5,11.1,20:00,939.6,0,931.6,24
324,21/11/2013,3195,MADRID. RETIRO,MADRID,667,5.7,0,1,06:20,10.4,14:50,29,2.5,11.1,20:00,939.6,0,931.6,24
302,21/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.7,0,-0.9,05:20,12.3,13:40,,,,,,,,
303,22/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.8,0,0.3,23:59,13.4,13:50,,,,,,,,
325,22/11/2013,3195,MADRID. RETIRO,MADRID,667,7.4,0,3.9,07:10,10.8,13:50,28,1.9,8.9,01:50,935.5,24,931.5,2
325,22/11/2013,3195,MADRID. RETIRO,MADRID,667,7.4,0,3.9,07:10,10.8,13:50,28,1.9,8.9,01:50,935.5,24,931.5,2
326,23/11/2013,3195,MADRID. RETIRO,MADRID,667,5,0,0.4,06:15,9.7,14:10,3,1.7,11.7,16:40,938,11,935.5,0
326,23/11/2013,3195,MADRID. RETIRO,MADRID,667,5,0,0.4,06:15,9.7,14:10,3,1.7,11.7,16:40,938,11,935.5,0
304,23/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5,0,-2.6,07:50,12.7,14:00,,,,,,,,
327,24/11/2013,3195,MADRID. RETIRO,MADRID,667,5.6,0,0.4,07:30,10.7,14:15,35,2.8,10,15:20,941.8,24,937.4,0
327,24/11/2013,3195,MADRID. RETIRO,MADRID,667,5.6,0,0.4,07:30,10.7,14:15,35,2.8,10,15:20,941.8,24,937.4,0
305,24/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.9,0,-2.8,02:50,12.6,12:20,,,,,,,,
328,25/11/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,0.4,07:00,12.7,15:15,2,1.4,8.1,15:10,945.3,24,941.8,0
328,25/11/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,0.4,07:00,12.7,15:15,2,1.4,8.1,15:10,945.3,24,941.8,0
306,25/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.2,0,-2.7,07:00,15.2,14:10,,,,,,,,
329,26/11/2013,3195,MADRID. RETIRO,MADRID,667,6,0,1.1,08:00,10.8,13:20,7,3.1,13.3,15:20,945.4,24,943.9,15
307,26/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.2,0,-3.8,07:40,12.1,13:10,,,,,,,,
329,26/11/2013,3195,MADRID. RETIRO,MADRID,667,6,0,1.1,08:00,10.8,13:20,7,3.1,13.3,15:20,945.4,24,943.9,15
330,27/11/2013,3195,MADRID. RETIRO,MADRID,667,5.6,1.1,1.2,Varias,10.1,14:05,5,2.5,12.8,22:40,946.4,24,942.7,17
330,27/11/2013,3195,MADRID. RETIRO,MADRID,667,5.6,1.1,1.2,Varias,10.1,14:05,5,2.5,12.8,22:40,946.4,24,942.7,17
308,27/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.4,0,1.2,04:40,11.6,14:30,,,,,,,,
331,28/11/2013,3195,MADRID. RETIRO,MADRID,667,3.8,0,0,Varias,7.7,14:30,5,2.2,10.8,00:10,950,11,946.4,0
331,28/11/2013,3195,MADRID. RETIRO,MADRID,667,3.8,0,0,Varias,7.7,14:30,5,2.2,10.8,00:10,950,11,946.4,0
309,28/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4,0.6,-1.6,23:59,9.5,15:20,,,,,,,,
332,29/11/2013,3195,MADRID. RETIRO,MADRID,667,3.8,0,-1.3,06:50,9,14:45,4,0.8,3.6,03:10,950.1,10,947.2,14
310,29/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4,0,-4.2,06:50,12.1,14:30,,,,,,,,
332,29/11/2013,3195,MADRID. RETIRO,MADRID,667,3.8,0,-1.3,06:50,9,14:45,4,0.8,3.6,03:10,950.1,10,947.2,14
333,30/11/2013,3195,MADRID. RETIRO,MADRID,667,3.8,0,-0.2,Varias,7.9,18:40,1,1.7,11.9,20:10,948,0,938.5,18
333,30/11/2013,3195,MADRID. RETIRO,MADRID,667,3.8,0,-0.2,Varias,7.9,18:40,1,1.7,11.9,20:10,948,0,938.5,18
311,30/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,2.2,0,-3.6,Varias,7.9,18:30,,,,,,,,
334,01/12/2013,3195,MADRID. RETIRO,MADRID,667,6.4,0,1,06:50,11.8,14:00,2,2.8,8.9,13:30,943.2,24,939.9,0
312,01/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.8,0,-1.7,23:40,13.2,14:00,,,,,,,,
334,01/12/2013,3195,MADRID. RETIRO,MADRID,667,6.4,0,1,06:50,11.8,14:00,2,2.8,8.9,13:30,943.2,24,939.9,0
335,02/12/2013,3195,MADRID. RETIRO,MADRID,667,3.7,0,-1.4,07:10,8.8,15:10,3,0.8,6.9,23:50,945.7,24,940.7,13
335,02/12/2013,3195,MADRID. RETIRO,MADRID,667,3.7,0,-1.4,07:10,8.8,15:10,3,0.8,6.9,23:50,945.7,24,940.7,13
313,02/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,2.9,0,-5.2,07:00,11,14:00,,,,,,,,
314,03/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.6,0,-1.6,07:10,14.7,14:20,,,,,,,,
336,03/12/2013,3195,MADRID. RETIRO,MADRID,667,7.1,0,2,04:45,12.2,13:45,4,0.6,7.8,04:20,949,24,945.7,0
336,03/12/2013,3195,MADRID. RETIRO,MADRID,667,7.1,0,2,04:45,12.2,13:45,4,0.6,7.8,04:20,949,24,945.7,0
337,04/12/2013,3195,MADRID. RETIRO,MADRID,667,7.4,0,1.6,Varias,13.2,14:15,5,0.3,3.9,00:20,950.6,11,949,Varias
315,04/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7.7,0,-0.9,06:50,16.3,14:20,,,,,,,,
337,04/12/2013,3195,MADRID. RETIRO,MADRID,667,7.4,0,1.6,Varias,13.2,14:15,5,0.3,3.9,00:20,950.6,11,949,Varias
316,05/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7.2,0,-1.6,06:00,16.1,15:00,,,,,,,,
338,05/12/2013,3195,MADRID. RETIRO,MADRID,667,7.3,0,1.6,07:50,13,14:30,21,0.8,3.6,14:20,950.7,11,948.4,15
338,05/12/2013,3195,MADRID. RETIRO,MADRID,667,7.3,0,1.6,07:50,13,14:30,21,0.8,3.6,14:20,950.7,11,948.4,15
339,06/12/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,0.6,07:35,12.7,14:20,4,1.7,7.5,19:50,949.4,9,946.3,Varias
339,06/12/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,0.6,07:35,12.7,14:20,4,1.7,7.5,19:50,949.4,9,946.3,Varias
317,06/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.2,0,-2.8,07:50,15.3,15:20,,,,,,,,
340,07/12/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,1.4,05:50,11.7,14:45,3,1.7,4.2,07:10,947.4,24,945.6,18
340,07/12/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,1.4,05:50,11.7,14:45,3,1.7,4.2,07:10,947.4,24,945.6,18
318,07/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.5,0,-3.9,07:50,14.9,15:00,,,,,,,,
