id,fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin
0,01/01/2012,3195,MADRID. RETIRO,MADRID,667,7,-1,2.3,07:30,11.6,16:10,25,1.1,7.2,23:59,951,0,947.3,18
0,01/01/2012,3195,MADRID. RETIRO,MADRID,667,7,-1,2.3,07:30,11.6,16:10,25,1.1,7.2,23:59,951,0,947.3,18
0,01/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.2,,-1.1,07:00,13.6,15:00,28,0.8,5.3,15:30,,,,
1,02/01/2012,3195,MADRID. RETIRO,MADRID,667,8.7,0.1,5.8,23:59,11.6,14:25,25,3.9,12.5,11:40,954,24,947.5,5
1,02/01/2012,3195,MADRID. RETIRO,MADRID,667,8.7,0.1,5.8,23:59,11.6,14:25,25,3.9,12.5,11:40,954,24,947.5,5
1,02/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.4,0,3.9,23:50,13,12:40,29,4.4,16.4,13:00,,,,
2,03/01/2012,3195,MADRID. RETIRO,MADRID,667,6,0,1.5,07:40,10.5,14:55,23,0.8,3.9,15:10,955.3,11,952.8,15
2,03/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.7,,-1.5,07:40,12.9,15:10,30,0.6,3.6,11:30,,,,
2,03/01/2012,3195,MADRID. RETIRO,MADRID,667,6,0,1.5,07:40,10.5,14:55,23,0.8,3.9,15:10,955.3,11,952.8,15
3,04/01/2012,3195,MADRID. RETIRO,MADRID,667,6,0,0.5,07:30,11.6,15:30,12,0.8,5.8,03:40,957.6,11,953.8,14
3,04/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,,,,,,,,0.6,,,,,,
3,04/01/2012,3195,MADRID. RETIRO,MADRID,667,6,0,0.5,07:30,11.6,15:30,12,0.8,5.8,03:40,957.6,11,953.8,14
4,05/01/2012,3195,MADRID. RETIRO,MADRID,667,7.6,0,2.2,07:00,13,Varias,19,0.8,4.7,08:10,955.2,0,950.7,18
4,05/01/2012,3195,MADRID. RETIRO,MADRID,667,7.6,0,2.2,07:00,13,Varias,19,0.8,4.7,08:10,955.2,0,950.7,18
4,05/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7,,-1,07:40,15,16:00,33,0.6,4.2,21:10,,,,
5,06/01/2012,3195,MADRID. RETIRO,MADRID,667,9,0,3,07:30,15,13:50,11,3.1,11.4,16:10,952.3,11,950.8,14
5,06/01/2012,3195,MADRID. RETIRO,MADRID,667,9,0,3,07:30,15,13:50,11,3.1,11.4,16:10,952.3,11,950.8,14
5,06/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,,,,,,,,1.9,,,,,,
6,07/01/2012,3195,MADRID. RETIRO,MADRID,667,8.2,0,3.2,Varias,13.2,Varias,4,0.3,5.3,02:40,952.4,7,950.5,18
6,07/01/2012,3195,MADRID. RETIRO,MADRID,667,8.2,0,3.2,Varias,13.2,Varias,4,0.3,5.3,02:40,952.4,7,950.5,18
6,07/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,,,,,,,,0.8,,,,,,
7,08/01/2012,3195,MADRID. RETIRO,MADRID,667,7.3,0,2,08:05,12.6,15:20,33,0.8,3.6,03:20,951.1,0,947.7,19
7,08/01/2012,3195,MADRID. RETIRO,MADRID,667,7.3,0,2,08:05,12.6,15:20,33,0.8,3.6,03:20,951.1,0,947.7,19
7,08/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,,,,,,,,1.4,,,,,,
8,09/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,,,,,,,,0.8,,,,,,
8,09/01/2012,3195,MADRID. RETIRO,MADRID,667,7,0,1,Varias,13.1,14:30,8,0.8,5.3,13:10,952.5,23,947.5,5
8,09/01/2012,3195,MADRID. RETIRO,MADRID,667,7,0,1,Varias,13.1,14:30,8,0.8,5.3,13:10,952.5,23,947.5,5
9,10/01/2012,3195,MADRID. RETIRO,MADRID,667,6.3,0,1.8,07:40,10.8,15:30,5,0.3,6.1,23:10,952.5,11,950.2,Varias
9,10/01/2012,3195,MADRID. RETIRO,MADRID,667,6.3,0,1.8,07:40,10.8,15:30,5,0.3,6.1,23:10,952.5,11,950.2,Varias
9,10/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5,,-2.6,06:50,12.6,16:50,12,0.6,4.2,14:30,,,,
10,11/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,,,,,,,,1.7,,,,,,
10,11/01/2012,3195,MADRID. RETIRO,MADRID,667,7.1,0,2,Varias,12.2,Varias,4,1.4,5.6,08:00,952.3,24,950.8,0
10,11/01/2012,3195,MADRID. RETIRO,MADRID,667,7.1,0,2,Varias,12.2,Varias,4,1.4,5.6,08:00,952.3,24,950.8,0
11,12/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.4,,-2.7,06:00,11.6,14:40,29,0.8,4.2,13:30,,,,
11,12/01/2012,3195,MADRID. RETIRO,MADRID,667,5.1,0,1.2,06:10,9,14:10,2,0.8,5.6,21:50,953.1,11,950,22
11,12/01/2012,3195,MADRID. RETIRO,MADRID,667,5.1,0,1.2,06:10,9,14:10,2,0.8,5.6,21:50,953.1,11,950,22
12,13/01/2012,3195,MADRID. RETIRO,MADRID,667,5.8,0,3,05:20,8.6,13:10,16,1.1,4.2,01:30,950.2,0,945.4,24
12,13/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.4,,-0.2,05:30,8.9,13:50,19,0.8,4.2,14:00,,,,
12,13/01/2012,3195,MADRID. RETIRO,MADRID,667,5.8,0,3,05:20,8.6,13:10,16,1.1,4.2,01:30,950.2,0,945.4,24
13,14/01/2012,3195,MADRID. RETIRO,MADRID,667,4.4,0,-0.5,Varias,9.4,16:05,27,0.6,4.7,15:10,945.4,0,941.6,19
13,14/01/2012,3195,MADRID. RETIRO,MADRID,667,4.4,0,-0.5,Varias,9.4,16:05,27,0.6,4.7,15:10,945.4,0,941.6,19
13,14/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4,0,-2.7,07:30,10.8,14:50,27,0.3,4.7,14:50,,,,
14,15/01/2012,3195,MADRID. RETIRO,MADRID,667,3.2,1,1,03:45,5.3,17:30,7,1.1,3.3,09:00,942.8,0,936,24
14,15/01/2012,3195,MADRID. RETIRO,MADRID,667,3.2,1,1,03:45,5.3,17:30,7,1.1,3.3,09:00,942.8,0,936,24
14,15/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,1.4,1.5,-1.5,05:00,4.4,Varias,31,1.1,6.1,23:59,,,,
15,16/01/2012,3195,MADRID. RETIRO,MADRID,667,4.1,5.4,2.6,04:05,5.6,23:00,3,3.1,10.6,18:20,941.7,24,933.9,13
15,16/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,3.6,5.4,2,03:20,5.3,20:40,12,2.8,16.4,19:20,,,,
15,16/01/2012,3195,MADRID. RETIRO,MADRID,667,4.1,5.4,2.6,04:05,5.6,23:00,3,3.1,10.6,18:20,941.7,24,933.9,13
16,17/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.1,,0,23:59,12.2,15:00,10,1.7,10.8,01:20,,,,
16,17/01/2012,3195,MADRID. RETIRO,MADRID,667,6.8,0,3,06:10,10.6,14:10,5,2.2,10.8,01:20,952.6,24,941.7,0
16,17/01/2012,3195,MADRID. RETIRO,MADRID,667,6.8,0,3,06:10,10.6,14:10,5,2.2,10.8,01:20,952.6,24,941.7,0
17,18/01/2012,3195,MADRID. RETIRO,MADRID,667,5.4,0,0.4,08:05,10.5,15:40,3,0.8,4.7,00:10,956.4,24,952.1,1
17,18/01/2012,3195,MADRID. RETIRO,MADRID,667,5.4,0,0.4,08:05,10.5,15:40,3,0.8,4.7,00:10,956.4,24,952.1,1
17,18/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,,,,,,,,0.3,,,,,,
18,19/01/2012,3195,MADRID. RETIRO,MADRID,667,7.8,0,3.4,02:15,12.2,15:45,21,0.8,3.9,15:30,959,12,956,24
18,19/01/2012,3195,MADRID. RETIRO,MADRID,667,7.8,0,3.4,02:15,12.2,15:45,21,0.8,3.9,15:30,959,12,956,24
18,19/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7.1,0,0.1,00:50,14.1,15:00,,0.3,,,,,,
19,20/01/2012,3195,MADRID. RETIRO,MADRID,667,8.7,0,3.4,06:30,14,16:15,4,1.4,8.9,21:00,956,0,952.6,Varias
19,20/01/2012,3195,MADRID. RETIRO,MADRID,667,8.7,0,3.4,06:30,14,16:15,4,1.4,8.9,21:00,956,0,952.6,Varias
19,20/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7.8,0,0,05:40,15.6,15:00,11,1.1,8.9,19:50,,,,
20,21/01/2012,3195,MADRID. RETIRO,MADRID,667,8.4,0,3.2,07:05,13.5,15:05,4,0.8,8.3,01:40,953.1,0,949.1,24
20,21/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.9,0,-1.5,07:50,15.3,15:30,10,0.8,6.4,00:10,,,,
20,21/01/2012,3195,MADRID. RETIRO,MADRID,667,8.4,0,3.2,07:05,13.5,15:05,4,0.8,8.3,01:40,953.1,0,949.1,24
21,22/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7.8,0,-0.5,07:50,16.1,15:10,30,0,3.9,11:30,,,,
21,22/01/2012,3195,MADRID. RETIRO,MADRID,667,8.8,0,4,05:40,13.5,16:05,9,0.6,3.9,09:40,949.1,0,942.9,16
21,22/01/2012,3195,MADRID. RETIRO,MADRID,667,8.8,0,4,05:40,13.5,16:05,9,0.6,3.9,09:40,949.1,0,942.9,16
22,23/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.9,0,-0.9,Varias,14.7,14:50,12,0.8,8.1,22:10,,,,
22,23/01/2012,3195,MADRID. RETIRO,MADRID,667,7.9,0,3,06:40,12.8,15:30,3,1.1,6.4,09:50,944.1,24,941.1,15
22,23/01/2012,3195,MADRID. RETIRO,MADRID,667,7.9,0,3,06:40,12.8,15:30,3,1.1,6.4,09:50,944.1,24,941.1,15
23,24/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7,0,-1.3,06:00,15.2,15:30,12,1.9,8.6,10:20,,,,
23,24/01/2012,3195,MADRID. RETIRO,MADRID,667,9.2,0,5,Varias,13.4,13:30,4,1.7,9.2,10:20,946.5,10,943.8,1
23,24/01/2012,3195,MADRID. RETIRO,MADRID,667,9.2,0,5,Varias,13.4,13:30,4,1.7,9.2,10:20,946.5,10,943.8,1
24,25/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.2,0,-1.9,05:30,14.2,15:30,99,0.3,4.7,Varias,,,,
24,25/01/2012,3195,MADRID. RETIRO,MADRID,667,7.4,0,2.2,06:30,12.5,15:10,3,0.6,3.9,05:20,944.7,0,940,24
24,25/01/2012,3195,MADRID. RETIRO,MADRID,667,7.4,0,2.2,06:30,12.5,15:10,3,0.6,3.9,05:20,944.7,0,940,24
25,26/01/2012,3195,MADRID. RETIRO,MADRID,667,5.8,0,2,07:15,9.6,14:50,8,1.1,4.4,21:00,940.8,11,938.4,16
25,26/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.8,0,-1.8,06:30,11.5,14:50,28,0.3,5,13:50,,,,
25,26/01/2012,3195,MADRID. RETIRO,MADRID,667,5.8,0,2,07:15,9.6,14:50,8,1.1,4.4,21:00,940.8,11,938.4,16
26,27/01/2012,3195,MADRID. RETIRO,MADRID,667,6.8,-1,4.7,04:30,8.9,23:30,3,3.3,11.1,23:10,945.2,24,939.8,Varias
26,27/01/2012,3195,MADRID. RETIRO,MADRID,667,6.8,-1,4.7,04:30,8.9,23:30,3,3.3,11.1,23:10,945.2,24,939.8,Varias
26,27/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.2,0,3.1,Varias,9.3,12:20,10,3.9,12.8,21:50,,,,
27,28/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.6,,1.4,08:20,11.8,14:40,99,3.3,10.6,Varias,,,,
27,28/01/2012,3195,MADRID. RETIRO,MADRID,667,6.5,0,2.8,07:00,10.2,15:50,2,3.1,11.1,18:10,947.8,12,945.2,0
27,28/01/2012,3195,MADRID. RETIRO,MADRID,667,6.5,0,2.8,07:00,10.2,15:50,2,3.1,11.1,18:10,947.8,12,945.2,0
28,29/01/2012,3195,MADRID. RETIRO,MADRID,667,5.2,0,1.6,07:00,8.8,13:20,2,1.9,13.3,12:40,946.8,0,944.8,13
28,29/01/2012,3195,MADRID. RETIRO,MADRID,667,5.2,0,1.6,07:00,8.8,13:20,2,1.9,13.3,12:40,946.8,0,944.8,13
28,29/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,3.8,0,-2.4,07:50,10,Varias,8,2.2,11.9,10:40,,,,
29,30/01/2012,3195,MADRID. RETIRO,MADRID,667,4.5,0,-1,06:40,10,16:10,25,1.1,5.3,14:50,947.5,11,944.7,15
29,30/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,3.2,0,-4.3,07:00,10.8,15:30,28,0.6,5.6,12:20,,,,
29,30/01/2012,3195,MADRID. RETIRO,MADRID,667,4.5,0,-1,06:40,10,16:10,25,1.1,5.3,14:50,947.5,11,944.7,15
30,31/01/2012,3195,MADRID. RETIRO,MADRID,667,5.9,0,-0.3,07:05,12.1,15:15,25,1.1,6.1,15:50,945.3,0,940.9,Varias
30,31/01/2012,3195,MADRID. RETIRO,MADRID,667,5.9,0,-0.3,07:05,12.1,15:15,25,1.1,6.1,15:50,945.3,0,940.9,Varias
30,31/01/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.7,0,-3.7,06:20,13.1,15:20,28,2.2,8.1,16:40,,,,
31,01/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.3,4.5,-2.5,07:40,13.1,14:20,11,0.6,8.9,22:50,,,,
31,01/02/2012,3195,MADRID. RETIRO,MADRID,667,5.8,5.5,-0.2,07:15,11.7,14:30,1,1.4,8.3,22:30,940.9,0,934,Varias
31,01/02/2012,3195,MADRID. RETIRO,MADRID,667,5.8,5.5,-0.2,07:15,11.7,14:30,1,1.4,8.3,22:30,940.9,0,934,Varias
32,02/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,1.2,0,-2.6,06:00,5,11:30,10,3.3,15,12:50,,,,
32,02/02/2012,3195,MADRID. RETIRO,MADRID,667,1.4,0,-1,23:59,3.8,12:05,2,2.5,16.1,15:30,941.7,24,934.2,1
32,02/02/2012,3195,MADRID. RETIRO,MADRID,667,1.4,0,-1,23:59,3.8,12:05,2,2.5,16.1,15:30,941.7,24,934.2,1
33,03/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,0.9,0,-3,07:40,4.8,13:40,10,3.6,16.4,20:20,,,,
33,03/02/2012,3195,MADRID. RETIRO,MADRID,667,1,0,-1.5,03:45,3.6,13:35,6,3.3,21.7,05:30,950.6,24,941.7,0
33,03/02/2012,3195,MADRID. RETIRO,MADRID,667,1,0,-1.5,03:45,3.6,13:35,6,3.3,21.7,05:30,950.6,24,941.7,0
34,04/02/2012,3195,MADRID. RETIRO,MADRID,667,1.2,0,-2.6,04:30,5,14:30,1,4.4,19.2,11:20,952.7,12,950.6,0
34,04/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,1.1,0,-3.9,02:20,6.1,15:10,11,5.3,20,19:10,,,,
34,04/02/2012,3195,MADRID. RETIRO,MADRID,667,1.2,0,-2.6,04:30,5,14:30,1,4.4,19.2,11:20,952.7,12,950.6,0
35,05/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,3.8,0,-2.2,07:40,9.8,15:30,30,4.7,18.9,14:00,,,,
35,05/02/2012,3195,MADRID. RETIRO,MADRID,667,4.2,0,-1.6,07:00,10.1,15:30,30,3.3,16.4,14:40,952.8,1,946.8,Varias
35,05/02/2012,3195,MADRID. RETIRO,MADRID,667,4.2,0,-1.6,07:00,10.1,15:30,30,3.3,16.4,14:40,952.8,1,946.8,Varias
36,06/02/2012,3195,MADRID. RETIRO,MADRID,667,8.1,0,2.6,07:00,13.6,13:15,30,2.5,13.6,15:10,951,Varias,947.3,24
36,06/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9.8,0.1,3.7,01:20,16,13:40,32,1.9,12.8,14:40,,,,
36,06/02/2012,3195,MADRID. RETIRO,MADRID,667,8.1,0,2.6,07:00,13.6,13:15,30,2.5,13.6,15:10,951,Varias,947.3,24
37,07/02/2012,3195,MADRID. RETIRO,MADRID,667,5.6,0.1,1.5,23:40,9.8,00:40,1,2.5,14.7,13:40,947.4,1,945.4,18
37,07/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.2,,0.4,22:40,9.9,14:40,10,3.6,15.3,16:30,,,,
37,07/02/2012,3195,MADRID. RETIRO,MADRID,667,5.6,0.1,1.5,23:40,9.8,00:40,1,2.5,14.7,13:40,947.4,1,945.4,18
38,08/02/2012,3195,MADRID. RETIRO,MADRID,667,1,0,-2.3,05:50,4.3,15:30,3,2.5,18.3,08:30,947.8,24,943.9,15
38,08/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,1,0,-3.4,07:20,5.4,15:50,12,3.1,16.1,08:50,,,,
38,08/02/2012,3195,MADRID. RETIRO,MADRID,667,1,0,-2.3,05:50,4.3,15:30,3,2.5,18.3,08:30,947.8,24,943.9,15
39,09/02/2012,3195,MADRID. RETIRO,MADRID,667,3.8,0,-1.8,07:00,9.3,16:00,3,1.4,6.1,08:10,948.5,7,946.2,18
39,09/02/2012,3195,MADRID. RETIRO,MADRID,667,3.8,0,-1.8,07:00,9.3,16:00,3,1.4,6.1,08:10,948.5,7,946.2,18
39,09/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,1.7,0,-7.4,07:40,10.8,16:00,99,1.1,5.8,00:10,,,,
40,10/02/2012,3195,MADRID. RETIRO,MADRID,667,4.3,0,-1.4,06:50,10,13:30,2,2.5,9.2,19:30,947.5,0,942,Varias
40,10/02/2012,3195,MADRID. RETIRO,MADRID,667,4.3,0,-1.4,06:50,10,13:30,2,2.5,9.2,19:30,947.5,0,942,Varias
40,10/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,3.1,0,-5.1,07:10,11.3,13:50,14,2.8,9.7,13:30,,,,
41,11/02/2012,3195,MADRID. RETIRO,MADRID,667,2.6,0,-2.5,Varias,7.6,12:45,6,2.8,9.4,12:00,944.3,24,942.1,13
41,11/02/2012,3195,MADRID. RETIRO,MADRID,667,2.6,0,-2.5,Varias,7.6,12:45,6,2.8,9.4,12:00,944.3,24,942.1,13
41,11/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,1,0,-7.3,07:00,9.3,14:00,11,2.8,10.3,14:30,,,,
42,12/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,-0.6,0,-8.7,07:40,7.4,14:20,8,3.1,13.3,16:30,,,,
42,12/02/2012,3195,MADRID. RETIRO,MADRID,667,1,0,-3.6,07:00,5.7,12:30,12,2.5,15,21:10,947.3,24,943.6,16
42,12/02/2012,3195,MADRID. RETIRO,MADRID,667,1,0,-3.6,07:00,5.7,12:30,12,2.5,15,21:10,947.3,24,943.6,16
43,13/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,2,0,-5,06:30,8.9,14:30,10,3.3,16.1,13:20,,,,
43,13/02/2012,3195,MADRID. RETIRO,MADRID,667,2.4,0,-2.6,04:30,7.3,14:40,4,4.2,16.7,16:30,949,11,946,24
43,13/02/2012,3195,MADRID. RETIRO,MADRID,667,2.4,0,-2.6,04:30,7.3,14:40,4,4.2,16.7,16:30,949,11,946,24
44,14/02/2012,3195,MADRID. RETIRO,MADRID,667,4.7,0,0.4,02:30,9,Varias,3,1.9,10.8,16:20,946.3,23,941.5,15
44,14/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.6,0,-0.6,02:50,11.8,14:50,9,2.5,12.2,15:50,,,,
44,14/02/2012,3195,MADRID. RETIRO,MADRID,667,4.7,0,0.4,02:30,9,Varias,3,1.9,10.8,16:20,946.3,23,941.5,15
45,15/02/2012,3195,MADRID. RETIRO,MADRID,667,5.8,0,0.5,04:55,11,16:10,4,1.9,10,18:20,948.7,11,946.1,0
45,15/02/2012,3195,MADRID. RETIRO,MADRID,667,5.8,0,0.5,04:55,11,16:10,4,1.9,10,18:20,948.7,11,946.1,0
45,15/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5,0,-2.1,07:20,12.2,15:50,11,2.2,9.7,18:40,,,,
46,16/02/2012,3195,MADRID. RETIRO,MADRID,667,5.4,0,0.6,07:00,10.2,Varias,4,2.5,11.4,19:30,946.8,0,944.1,Varias
46,16/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4,,-3.2,05:40,11.1,11:30,10,3.1,12.2,19:30,,,,
46,16/02/2012,3195,MADRID. RETIRO,MADRID,667,5.4,0,0.6,07:00,10.2,Varias,4,2.5,11.4,19:30,946.8,0,944.1,Varias
47,17/02/2012,3195,MADRID. RETIRO,MADRID,667,7,0,2,05:30,12,16:15,3,1.7,11.4,01:10,947.4,11,943.3,17
47,17/02/2012,3195,MADRID. RETIRO,MADRID,667,7,0,2,05:30,12,16:15,3,1.7,11.4,01:10,947.4,11,943.3,17
47,17/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.1,0,-0.4,23:59,12.6,16:00,9,1.9,10.8,05:50,,,,
48,18/02/2012,3195,MADRID. RETIRO,MADRID,667,6.7,0,0.7,07:15,12.7,16:30,22,1.7,5.6,15:20,945.5,10,942.2,18
48,18/02/2012,3195,MADRID. RETIRO,MADRID,667,6.7,0,0.7,07:15,12.7,16:30,22,1.7,5.6,15:20,945.5,10,942.2,18
48,18/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.4,0,-3.5,07:00,14.3,15:30,,0.8,,,,,,
49,19/02/2012,3195,MADRID. RETIRO,MADRID,667,7.1,0,0.8,05:50,13.4,16:50,1,1.9,10.3,20:20,946.9,23,942.9,4
49,19/02/2012,3195,MADRID. RETIRO,MADRID,667,7.1,0,0.8,05:50,13.4,16:50,1,1.9,10.3,20:20,946.9,23,942.9,4
49,19/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.1,0,-2.8,Varias,15,16:20,14,1.7,11.4,23:40,,,,
50,20/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.9,0,-3.2,06:50,13,14:50,13,1.7,10.8,00:40,,,,
50,20/02/2012,3195,MADRID. RETIRO,MADRID,667,5.8,0,0.2,06:25,11.5,16:10,4,2.2,10,00:10,948.8,11,945.5,15
50,20/02/2012,3195,MADRID. RETIRO,MADRID,667,5.8,0,0.2,06:25,11.5,16:10,4,2.2,10,00:10,948.8,11,945.5,15
51,21/02/2012,3195,MADRID. RETIRO,MADRID,667,5.9,0,-0.2,07:10,12,13:30,7,0.8,6.4,22:00,949.3,11,947,6
51,21/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.2,0,-5.2,07:00,13.5,15:20,11,0.6,6.1,21:10,,,,
51,21/02/2012,3195,MADRID. RETIRO,MADRID,667,5.9,0,-0.2,07:10,12,13:30,7,0.8,6.4,22:00,949.3,11,947,6
52,22/02/2012,3195,MADRID. RETIRO,MADRID,667,7.5,0,0.4,07:00,14.6,16:10,4,1.4,5.8,05:20,949.8,24,947.9,18
52,22/02/2012,3195,MADRID. RETIRO,MADRID,667,7.5,0,0.4,07:00,14.6,16:10,4,1.4,5.8,05:20,949.8,24,947.9,18
52,22/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.3,0,-4.2,07:20,16.8,15:40,31,1.1,4.7,16:40,,,,
53,23/02/2012,3195,MADRID. RETIRO,MADRID,667,8.3,0,0.4,06:30,16.2,13:45,7,1.4,6.4,12:20,951.4,10,949,17
53,23/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7,0,-3.7,07:00,17.8,Varias,13,1.1,6.7,12:00,,,,
53,23/02/2012,3195,MADRID. RETIRO,MADRID,667,8.3,0,0.4,06:30,16.2,13:45,7,1.4,6.4,12:20,951.4,10,949,17
54,24/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.6,0,-1.9,04:40,19.1,16:20,27,0.8,6.4,15:40,,,,
54,24/02/2012,3195,MADRID. RETIRO,MADRID,667,10.6,0,3.4,Varias,17.7,16:10,7,1.1,4.7,02:30,950.3,11,947.8,18
54,24/02/2012,3195,MADRID. RETIRO,MADRID,667,10.6,0,3.4,Varias,17.7,16:10,7,1.1,4.7,02:30,950.3,11,947.8,18
55,25/02/2012,3195,MADRID. RETIRO,MADRID,667,10.8,0,3,07:15,18.6,16:20,23,0.8,6.7,15:10,948.3,1,943.5,17
55,25/02/2012,3195,MADRID. RETIRO,MADRID,667,10.8,0,3,07:15,18.6,16:20,23,0.8,6.7,15:10,948.3,1,943.5,17
55,25/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9.2,0,-2.2,07:00,20.6,15:00,28,1.7,7.8,15:50,,,,
56,26/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,12.4,0,2.9,07:10,22,15:50,13,0.8,11.1,20:50,,,,
56,26/02/2012,3195,MADRID. RETIRO,MADRID,667,13,0,5.6,07:10,20.4,16:40,3,0.8,8.6,20:00,945.1,24,942.2,Varias
56,26/02/2012,3195,MADRID. RETIRO,MADRID,667,13,0,5.6,07:10,20.4,16:40,3,0.8,8.6,20:00,945.1,24,942.2,Varias
57,27/02/2012,3195,MADRID. RETIRO,MADRID,667,13.2,0,7.5,07:15,18.8,16:15,4,2.2,8.9,09:00,944.4,0,943.4,18
57,27/02/2012,3195,MADRID. RETIRO,MADRID,667,13.2,0,7.5,07:15,18.8,16:15,4,2.2,8.9,09:00,944.4,0,943.4,18
57,27/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,10.2,0,0.7,06:20,19.8,14:40,14,0.8,8.3,04:50,,,,
58,28/02/2012,3195,MADRID. RETIRO,MADRID,667,12.7,0,6.8,06:50,18.6,16:20,5,1.1,6.1,02:20,944.3,23,942.4,Varias
58,28/02/2012,3195,MADRID. RETIRO,MADRID,667,12.7,0,6.8,06:50,18.6,16:20,5,1.1,6.1,02:20,944.3,23,942.4,Varias
58,28/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,11.6,0,3,07:20,20.2,15:20,11,1.1,5.3,13:20,,,,
59,29/02/2012,3195,MADRID. RETIRO,MADRID,667,13.6,0,7.6,06:50,19.5,16:30,27,1.7,7.2,19:20,945.5,Varias,942.6,16
59,29/02/2012,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,11.6,0,2,07:00,21.1,14:50,26,0.8,6.7,15:50,,,,
