fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin
04/11/2013,3195,MADRID. RETIRO,MADRID,667,12.6,0,9.9,07:10,15.2,16:30,27,3.3,12.8,23:57,941,0,935.8,16
05/11/2013,3195,MADRID. RETIRO,MADRID,667,17.2,0,14.1,00:00,20.4,13:50,29,3.6,13.6,00:30,944.4,24,937.8,1
05/11/2013,3195,MADRID. RETIRO,MADRID,667,17.2,0,14.1,00:00,20.4,13:50,29,3.6,13.6,00:30,944.4,24,937.8,1
05/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,18.4,0,14,Varias,22.9,15:00,,,,,,,,
06/11/2013,3195,MADRID. RETIRO,MADRID,667,15.2,0,10.3,07:25,20,14:30,26,0.8,5.8,14:40,945,Varias,942,Varias
06/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,16,0.1,9.2,07:00,22.9,15:00,,,,,,,,
06/11/2013,3195,MADRID. RETIRO,MADRID,667,15.2,0,10.3,07:25,20,14:30,26,0.8,5.8,14:40,945,Varias,942,Varias
07/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,13,0.1,9.4,23:50,16.7,15:20,,,,,,,,
07/11/2013,3195,MADRID. RETIRO,MADRID,667,13.3,0,11.2,02:15,15.4,15:45,27,1.1,5,22:40,943.2,24,942.3,7
07/11/2013,3195,MADRID. RETIRO,MADRID,667,13.3,0,11.2,02:15,15.4,15:45,27,1.1,5,22:40,943.2,24,942.3,7
08/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,11.2,0,6.8,05:40,15.6,14:40,,,,,,,,
08/11/2013,3195,MADRID. RETIRO,MADRID,667,12,0,9,03:40,15,14:50,30,1.4,10.3,18:30,944,24,941,Varias
08/11/2013,3195,MADRID. RETIRO,MADRID,667,12,0,9,03:40,15,14:50,30,1.4,10.3,18:30,944,24,941,Varias
09/11/2013,3195,MADRID. RETIRO,MADRID,667,10.6,0,6.6,07:50,14.5,13:50,22,1.9,13.1,13:10,948.5,23,943.8,2
09/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,10.6,0,4.7,06:30,16.5,13:20,,,,,,,,
09/11/2013,3195,MADRID. RETIRO,MADRID,667,10.6,0,6.6,07:50,14.5,13:50,22,1.9,13.1,13:10,948.5,23,943.8,2
10/11/2013,3195,MADRID. RETIRO,MADRID,667,13.2,0,9.6,Varias,16.8,12:45,34,1.7,11.9,04:40,949.7,11,948,16
10/11/2013,3195,MADRID. RETIRO,MADRID,667,13.2,0,9.6,Varias,16.8,12:45,34,1.7,11.9,04:40,949.7,11,948,16
10/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,13.4,0,8.1,23:59,18.7,15:10,,,,,,,,
11/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,12.8,0,4.5,07:00,21.1,14:00,,,,,,,,
11/11/2013,3195,MADRID. RETIRO,MADRID,667,13.4,0,8,04:45,18.9,15:15,3,0.8,7.8,19:30,949.3,10,946.3,23
11/11/2013,3195,MADRID. RETIRO,MADRID,667,13.4,0,8,04:45,18.9,15:15,3,0.8,7.8,19:30,949.3,10,946.3,23
12/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,13.9,0,6,07:20,21.8,14:50,,,,,,,,
12/11/2013,3195,MADRID. RETIRO,MADRID,667,14,0,8.2,07:30,19.7,15:10,4,0.8,8.3,21:40,946.5,0,943.2,16
12/11/2013,3195,MADRID. RETIRO,MADRID,667,14,0,8.2,07:30,19.7,15:10,4,0.8,8.3,21:40,946.5,0,943.2,16
13/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,15,0,10.5,01:20,19.6,14:10,,,,,,,,
13/11/2013,3195,MADRID. RETIRO,MADRID,667,14.8,0,11.5,03:50,18,13:50,4,3.1,11.9,05:40,947,24,943.8,13
13/11/2013,3195,MADRID. RETIRO,MADRID,667,14.8,0,11.5,03:50,18,13:50,4,3.1,11.9,05:40,947,24,943.8,13
14/11/2013,3195,MADRID. RETIRO,MADRID,667,11.6,0,6.8,23:59,16.4,14:25,4,2.5,11.1,19:30,949.3,Varias,947,0
14/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,11.6,0,4.3,23:59,19,14:10,,,,,,,,
14/11/2013,3195,MADRID. RETIRO,MADRID,667,11.6,0,6.8,23:59,16.4,14:25,4,2.5,11.1,19:30,949.3,Varias,947,0
15/11/2013,3195,MADRID. RETIRO,MADRID,667,7.9,0,4.4,23:59,11.4,13:40,34,3.1,17.5,11:00,947.8,0,940.5,24
15/11/2013,3195,MADRID. RETIRO,MADRID,667,7.9,0,4.4,23:59,11.4,13:40,34,3.1,17.5,11:00,947.8,0,940.5,24
15/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.1,0,2.6,04:20,13.6,13:40,,,,,,,,
16/11/2013,3195,MADRID. RETIRO,MADRID,667,5.2,2.2,3,17:40,7.5,12:50,3,1.9,11.7,09:05,940.5,0,938.9,13
16/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.3,2.3,0.7,07:00,7.9,12:40,,,,,,,,
16/11/2013,3195,MADRID. RETIRO,MADRID,667,5.2,2.2,3,17:40,7.5,12:50,3,1.9,11.7,09:05,940.5,0,938.9,13
17/11/2013,3195,MADRID. RETIRO,MADRID,667,5,10.1,3.6,23:59,6.5,15:55,6,1.1,5,01:50,939.8,0,934.5,24
17/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5,7.7,3.3,23:59,6.8,15:40,,,,,,,,
17/11/2013,3195,MADRID. RETIRO,MADRID,667,5,10.1,3.6,23:59,6.5,15:55,6,1.1,5,01:50,939.8,0,934.5,24
18/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7.3,0.2,2.1,02:40,12.5,15:40,,,,,,,,
18/11/2013,3195,MADRID. RETIRO,MADRID,667,6.8,0.3,2.7,Varias,11,15:55,1,1.1,9.7,16:40,934.5,0,929.8,14
18/11/2013,3195,MADRID. RETIRO,MADRID,667,6.8,0.3,2.7,Varias,11,15:55,1,1.1,9.7,16:40,934.5,0,929.8,14
19/11/2013,3195,MADRID. RETIRO,MADRID,667,8.5,0,3.8,07:10,13.2,14:20,3,2.2,13.1,21:40,939.6,24,932.4,Varias
19/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.1,0,1.5,07:00,14.7,14:40,,,,,,,,
19/11/2013,3195,MADRID. RETIRO,MADRID,667,8.5,0,3.8,07:10,13.2,14:20,3,2.2,13.1,21:40,939.6,24,932.4,Varias
20/11/2013,3195,MADRID. RETIRO,MADRID,667,5.6,0,2.4,07:30,8.8,Varias,2,1.4,9.7,00:50,940.9,7,939.6,Varias
20/11/2013,3195,MADRID. RETIRO,MADRID,667,5.6,0,2.4,07:30,8.8,Varias,2,1.4,9.7,00:50,940.9,7,939.6,Varias
20/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.4,0,-0.3,07:30,11.1,15:00,,,,,,,,
21/11/2013,3195,MADRID. RETIRO,MADRID,667,5.7,0,1,06:20,10.4,14:50,29,2.5,11.1,20:00,939.6,0,931.6,24
21/11/2013,3195,MADRID. RETIRO,MADRID,667,5.7,0,1,06:20,10.4,14:50,29,2.5,11.1,20:00,939.6,0,931.6,24
21/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.7,0,-0.9,05:20,12.3,13:40,,,,,,,,
22/11/2013,3195,MADRID. RETIRO,MADRID,667,7.4,0,3.9,07:10,10.8,13:50,28,1.9,8.9,01:50,935.5,24,931.5,2
22/11/2013,3195,MADRID. RETIRO,MADRID,667,7.4,0,3.9,07:10,10.8,13:50,28,1.9,8.9,01:50,935.5,24,931.5,2
22/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.8,0,0.3,23:59,13.4,13:50,,,,,,,,
23/11/2013,3195,MADRID. RETIRO,MADRID,667,5,0,0.4,06:15,9.7,14:10,3,1.7,11.7,16:40,938,11,935.5,0
23/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5,0,-2.6,07:50,12.7,14:00,,,,,,,,
23/11/2013,3195,MADRID. RETIRO,MADRID,667,5,0,0.4,06:15,9.7,14:10,3,1.7,11.7,16:40,938,11,935.5,0
24/11/2013,3195,MADRID. RETIRO,MADRID,667,5.6,0,0.4,07:30,10.7,14:15,35,2.8,10,15:20,941.8,24,937.4,0
24/11/2013,3195,MADRID. RETIRO,MADRID,667,5.6,0,0.4,07:30,10.7,14:15,35,2.8,10,15:20,941.8,24,937.4,0
24/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.9,0,-2.8,02:50,12.6,12:20,,,,,,,,
25/11/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,0.4,07:00,12.7,15:15,2,1.4,8.1,15:10,945.3,24,941.8,0
25/11/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,0.4,07:00,12.7,15:15,2,1.4,8.1,15:10,945.3,24,941.8,0
25/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.2,0,-2.7,07:00,15.2,14:10,,,,,,,,
26/11/2013,3195,MADRID. RETIRO,MADRID,667,6,0,1.1,08:00,10.8,13:20,7,3.1,13.3,15:20,945.4,24,943.9,15
26/11/2013,3195,MADRID. RETIRO,MADRID,667,6,0,1.1,08:00,10.8,13:20,7,3.1,13.3,15:20,945.4,24,943.9,15
26/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.2,0,-3.8,07:40,12.1,13:10,,,,,,,,
27/11/2013,3195,MADRID. RETIRO,MADRID,667,5.6,1.1,1.2,Varias,10.1,14:05,5,2.5,12.8,22:40,946.4,24,942.7,17
27/11/2013,3195,MADRID. RETIRO,MADRID,667,5.6,1.1,1.2,Varias,10.1,14:05,5,2.5,12.8,22:40,946.4,24,942.7,17
27/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.4,0,1.2,04:40,11.6,14:30,,,,,,,,
28/11/2013,3195,MADRID. RETIRO,MADRID,667,3.8,0,0,Varias,7.7,14:30,5,2.2,10.8,00:10,950,11,946.4,0
28/11/2013,3195,MADRID. RETIRO,MADRID,667,3.8,0,0,Varias,7.7,14:30,5,2.2,10.8,00:10,950,11,946.4,0
28/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4,0.6,-1.6,23:59,9.5,15:20,,,,,,,,
29/11/2013,3195,MADRID. RETIRO,MADRID,667,3.8,0,-1.3,06:50,9,14:45,4,0.8,3.6,03:10,950.1,10,947.2,14
29/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4,0,-4.2,06:50,12.1,14:30,,,,,,,,
29/11/2013,3195,MADRID. RETIRO,MADRID,667,3.8,0,-1.3,06:50,9,14:45,4,0.8,3.6,03:10,950.1,10,947.2,14
30/11/2013,3195,MADRID. RETIRO,MADRID,667,3.8,0,-0.2,Varias,7.9,18:40,1,1.7,11.9,20:10,948,0,938.5,18
30/11/2013,3195,MADRID. RETIRO,MADRID,667,3.8,0,-0.2,Varias,7.9,18:40,1,1.7,11.9,20:10,948,0,938.5,18
30/11/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,2.2,0,-3.6,Varias,7.9,18:30,,,,,,,,
01/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.8,0,-1.7,23:40,13.2,14:00,,,,,,,,
01/12/2013,3195,MADRID. RETIRO,MADRID,667,6.4,0,1,06:50,11.8,14:00,2,2.8,8.9,13:30,943.2,24,939.9,0
01/12/2013,3195,MADRID. RETIRO,MADRID,667,6.4,0,1,06:50,11.8,14:00,2,2.8,8.9,13:30,943.2,24,939.9,0
02/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,2.9,0,-5.2,07:00,11,14:00,,,,,,,,
02/12/2013,3195,MADRID. RETIRO,MADRID,667,3.7,0,-1.4,07:10,8.8,15:10,3,0.8,6.9,23:50,945.7,24,940.7,13
02/12/2013,3195,MADRID. RETIRO,MADRID,667,3.7,0,-1.4,07:10,8.8,15:10,3,0.8,6.9,23:50,945.7,24,940.7,13
03/12/2013,3195,MADRID. RETIRO,MADRID,667,7.1,0,2,04:45,12.2,13:45,4,0.6,7.8,04:20,949,24,945.7,0
03/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.6,0,-1.6,07:10,14.7,14:20,,,,,,,,
03/12/2013,3195,MADRID. RETIRO,MADRID,667,7.1,0,2,04:45,12.2,13:45,4,0.6,7.8,04:20,949,24,945.7,0
04/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7.7,0,-0.9,06:50,16.3,14:20,,,,,,,,
04/12/2013,3195,MADRID. RETIRO,MADRID,667,7.4,0,1.6,Varias,13.2,14:15,5,0.3,3.9,00:20,950.6,11,949,Varias
04/12/2013,3195,MADRID. RETIRO,MADRID,667,7.4,0,1.6,Varias,13.2,14:15,5,0.3,3.9,00:20,950.6,11,949,Varias
05/12/2013,3195,MADRID. RETIRO,MADRID,667,7.3,0,1.6,07:50,13,14:30,21,0.8,3.6,14:20,950.7,11,948.4,15
05/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7.2,0,-1.6,06:00,16.1,15:00,,,,,,,,
05/12/2013,3195,MADRID. RETIRO,MADRID,667,7.3,0,1.6,07:50,13,14:30,21,0.8,3.6,14:20,950.7,11,948.4,15
06/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.2,0,-2.8,07:50,15.3,15:20,,,,,,,,
06/12/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,0.6,07:35,12.7,14:20,4,1.7,7.5,19:50,949.4,9,946.3,Varias
06/12/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,0.6,07:35,12.7,14:20,4,1.7,7.5,19:50,949.4,9,946.3,Varias
07/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.5,0,-3.9,07:50,14.9,15:00,,,,,,,,
07/12/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,1.4,05:50,11.7,14:45,3,1.7,4.2,07:10,947.4,24,945.6,18
07/12/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,1.4,05:50,11.7,14:45,3,1.7,4.2,07:10,947.4,24,945.6,18
08/12/2013,3195,MADRID. RETIRO,MADRID,667,5.5,0,0.4,06:50,10.6,14:50,4,0.3,3.6,23:40,949.9,24,947.4,0
08/12/2013,3195,MADRID. RETIRO,MADRID,667,5.5,0,0.4,06:50,10.6,14:50,4,0.3,3.6,23:40,949.9,24,947.4,0
08/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.8,0,-3.9,07:50,13.5,14:30,,,,,,,,
09/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,3.2,0,-3.9,07:20,10.4,13:50,,,,,,,,
09/12/2013,3195,MADRID. RETIRO,MADRID,667,3.7,0,-1,07:50,8.4,14:30,4,0.8,5.6,21:10,953,10,949.9,0
09/12/2013,3195,MADRID. RETIRO,MADRID,667,3.7,0,-1,07:50,8.4,14:30,4,0.8,5.6,21:10,953,10,949.9,0
10/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.4,0,-3.6,06:40,12.5,14:50,,,,,,,,
10/12/2013,3195,MADRID. RETIRO,MADRID,667,5.6,0,0.5,06:50,10.6,Varias,3,1.4,5.8,08:50,954.9,10,950.8,17
10/12/2013,3195,MADRID. RETIRO,MADRID,667,5.6,0,0.5,06:50,10.6,Varias,3,1.4,5.8,08:50,954.9,10,950.8,17
11/12/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,3,Varias,10.2,15:20,3,1.4,5.8,21:50,953.7,11,951.4,Varias
11/12/2013,3195,MADRID. RETIRO,MADRID,667,6.6,0,3,Varias,10.2,15:20,3,1.4,5.8,21:50,953.7,11,951.4,Varias
11/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.9,0,-1.4,07:40,11.2,15:10,,,,,,,,
12/12/2013,3195,MADRID. RETIRO,MADRID,667,5.9,0,2.2,08:00,9.6,14:30,2,1.1,4.7,01:10,952.6,0,949.8,Varias
12/12/2013,3195,MADRID. RETIRO,MADRID,667,5.9,0,2.2,08:00,9.6,14:30,2,1.1,4.7,01:10,952.6,0,949.8,Varias
13/12/2013,3195,MADRID. RETIRO,MADRID,667,5.4,3.2,2.2,06:00,8.5,13:20,8,0,2.5,22:00,951.2,24,948,13
13/12/2013,3195,MADRID. RETIRO,MADRID,667,5.4,3.2,2.2,06:00,8.5,13:20,8,0,2.5,22:00,951.2,24,948,13
14/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.7,0,0,08:00,13.4,13:40,,,,,,,,
14/12/2013,3195,MADRID. RETIRO,MADRID,667,8,0,4,Varias,12,14:10,3,1.9,8.1,11:20,954.7,24,951.2,0
14/12/2013,3195,MADRID. RETIRO,MADRID,667,8,0,4,Varias,12,14:10,3,1.9,8.1,11:20,954.7,24,951.2,0
15/12/2013,3195,MADRID. RETIRO,MADRID,667,7.6,0,2.6,06:10,12.7,14:05,2,1.1,5.8,21:40,955.2,11,952.6,24
15/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7,0,-1.1,07:30,15.1,15:00,,,,,,,,
15/12/2013,3195,MADRID. RETIRO,MADRID,667,7.6,0,2.6,06:10,12.7,14:05,2,1.1,5.8,21:40,955.2,11,952.6,24
16/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7,0,-1.1,05:30,15,15:30,,,,,,,,
16/12/2013,3195,MADRID. RETIRO,MADRID,667,9.3,0,5,07:50,13.6,14:20,4,2.2,6.1,06:50,952.6,0,948.4,16
16/12/2013,3195,MADRID. RETIRO,MADRID,667,9.3,0,5,07:50,13.6,14:20,4,2.2,6.1,06:50,952.6,0,948.4,16
17/12/2013,3195,MADRID. RETIRO,MADRID,667,7,0,5,07:10,9,15:20,10,1.1,4.7,07:50,951.4,10,948.6,Varias
17/12/2013,3195,MADRID. RETIRO,MADRID,667,7,0,5,07:10,9,15:20,10,1.1,4.7,07:50,951.4,10,948.6,Varias
17/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.2,0,2,01:20,10.3,14:50,,,,,,,,
18/12/2013,3195,MADRID. RETIRO,MADRID,667,7.3,5.2,5.6,Varias,9,16:10,26,1.1,7.5,23:59,949.3,7,946,24
18/12/2013,3195,MADRID. RETIRO,MADRID,667,7.3,5.2,5.6,Varias,9,16:10,26,1.1,7.5,23:59,949.3,7,946,24
18/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.4,4.5,3.4,01:00,9.3,15:50,,,,,,,,
19/12/2013,3195,MADRID. RETIRO,MADRID,667,6.7,12.6,4,23:59,9.4,14:50,24,1.4,13.9,16:10,946,0,935.3,17
19/12/2013,3195,MADRID. RETIRO,MADRID,667,6.7,12.6,4,23:59,9.4,14:50,24,1.4,13.9,16:10,946,0,935.3,17
20/12/2013,3195,MADRID. RETIRO,MADRID,667,6,0,3.2,23:59,8.9,Varias,3,3.6,12.5,08:00,953.2,24,940.6,0
20/12/2013,3195,MADRID. RETIRO,MADRID,667,6,0,3.2,23:59,8.9,Varias,3,3.6,12.5,08:00,953.2,24,940.6,0
20/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.7,0,-1.4,23:59,10.8,13:40,,,,,,,,
21/12/2013,3195,MADRID. RETIRO,MADRID,667,4.1,0,-0.6,07:30,8.8,15:20,3,0.8,4.7,06:10,955,11,952.6,16
21/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,2.6,0,-4.7,07:40,9.8,14:20,,,,,,,,
21/12/2013,3195,MADRID. RETIRO,MADRID,667,4.1,0,-0.6,07:30,8.8,15:20,3,0.8,4.7,06:10,955,11,952.6,16
22/12/2013,3195,MADRID. RETIRO,MADRID,667,4.8,0,0.1,08:15,9.4,15:10,3,0.3,4.4,01:40,953.8,Varias,951.1,16
22/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,3.9,0,-3.8,07:50,11.6,15:20,,,,,,,,
22/12/2013,3195,MADRID. RETIRO,MADRID,667,4.8,0,0.1,08:15,9.4,15:10,3,0.3,4.4,01:40,953.8,Varias,951.1,16
23/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.8,0,-1.8,04:00,11.3,15:30,,,,,,,,
23/12/2013,3195,MADRID. RETIRO,MADRID,667,5.5,0,1.2,07:00,9.8,Varias,22,1.1,6.9,18:00,951.4,0,942.7,24
23/12/2013,3195,MADRID. RETIRO,MADRID,667,5.5,0,1.2,07:00,9.8,Varias,22,1.1,6.9,18:00,951.4,0,942.7,24
24/12/2013,3195,MADRID. RETIRO,MADRID,667,8.3,20.1,5.8,Varias,10.8,14:10,19,2.2,15,14:10,942.7,0,924.9,24
24/12/2013,3195,MADRID. RETIRO,MADRID,667,8.3,20.1,5.8,Varias,10.8,14:10,19,2.2,15,14:10,942.7,0,924.9,24
24/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8,23.8,5.6,07:20,10.3,14:20,,,,,,,,
25/12/2013,3195,MADRID. RETIRO,MADRID,667,6.4,1.7,3,23:59,9.8,01:20,27,3.3,16.1,02:20,930.2,24,921.5,14
25/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.9,2.5,2.5,23:59,9.3,02:00,88,3.6,16.9,16:40,,,,
25/12/2013,3195,MADRID. RETIRO,MADRID,667,6.4,1.7,3,23:59,9.8,01:20,27,3.3,16.1,02:20,930.2,24,921.5,14
26/12/2013,3195,MADRID. RETIRO,MADRID,667,5.6,0,1.6,07:50,9.7,13:30,28,3.3,15.3,15:00,940.7,20,930.2,0
26/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6,0,1,07:10,10.9,14:00,88,1.9,15,11:40,,,,
26/12/2013,3195,MADRID. RETIRO,MADRID,667,5.6,0,1.6,07:50,9.7,13:30,28,3.3,15.3,15:00,940.7,20,930.2,0
27/12/2013,3195,MADRID. RETIRO,MADRID,667,9.6,9.8,7.6,00:00,11.5,15:25,23,3.3,10.6,10:10,940.3,0,933.6,24
27/12/2013,3195,MADRID. RETIRO,MADRID,667,9.6,9.8,7.6,00:00,11.5,15:25,23,3.3,10.6,10:10,940.3,0,933.6,24
27/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9.2,7.3,7.5,,11,15:50,88,1.9,12.2,11:10,,,,
28/12/2013,3195,MADRID. RETIRO,MADRID,667,6.4,0,3.2,23:30,9.5,Varias,31,2.5,11.7,13:00,944.8,24,932,5
28/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.9,0.1,1.9,22:40,9.9,14:10,88,3.1,14.2,13:30,,,,
28/12/2013,3195,MADRID. RETIRO,MADRID,667,6.4,0,3.2,23:30,9.5,Varias,31,2.5,11.7,13:00,944.8,24,932,5
29/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.4,0,-1.2,23:59,10,13:30,88,1.1,8.9,00:50,,,,
29/12/2013,3195,MADRID. RETIRO,MADRID,667,5.4,0,2.7,Varias,8.2,14:40,31,1.1,9.7,00:40,951.9,22,944.8,0
29/12/2013,3195,MADRID. RETIRO,MADRID,667,5.4,0,2.7,Varias,8.2,14:40,31,1.1,9.7,00:40,951.9,22,944.8,0
30/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,2.6,0.3,-3.1,Varias,8.3,14:50,88,0.8,4.4,14:50,,,,
30/12/2013,3195,MADRID. RETIRO,MADRID,667,3.5,Ip,0,04:50,7,Varias,21,0.8,4.4,15:20,951.8,0,946.8,24
30/12/2013,3195,MADRID. RETIRO,MADRID,667,3.5,Ip,0,04:50,7,Varias,21,0.8,4.4,15:20,951.8,0,946.8,24
31/12/2013,3195,MADRID. RETIRO,MADRID,667,5.8,Ip,3.5,06:50,8,Varias,,1.4,,,946.8,0,942.4,15
31/12/2013,3195,MADRID. RETIRO,MADRID,667,5.8,Ip,3.5,06:50,8,Varias,,1.4,,,946.8,0,942.4,15
31/12/2013,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.9,0.1,2.4,01:50,7.4,15:00,88,0.8,6.4,19:10,,,,
01/01/2014,3195,MADRID. RETIRO,MADRID,667,7.7,4.7,6.2,01:50,9.2,23:59,22,2.2,9.7,23:50,943,0,937.8,24
01/01/2014,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7.4,5,6,,8.7,23:59,88,1.1,8.1,23:00,,,,
01/01/2014,3195,MADRID. RETIRO,MADRID,667,7.7,4.7,6.2,01:50,9.2,23:59,22,2.2,9.7,23:50,943,0,937.8,24
02/01/2014,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,10,4.8,8.7,,11.3,23:00,88,1.4,10.6,01:10,,,,
02/01/2014,3195,MADRID. RETIRO,MADRID,667,9.9,5.8,8.4,Varias,11.4,Varias,23,2.5,10.3,02:00,939.2,24,936.7,14
02/01/2014,3195,MADRID. RETIRO,MADRID,667,9.9,5.8,8.4,Varias,11.4,Varias,23,2.5,10.3,02:00,939.2,24,936.7,14
03/01/2014,3195,MADRID. RETIRO,MADRID,667,11.4,10.2,9.8,07:00,13,13:10,26,2.2,11.4,03:10,943,10,939,0
03/01/2014,3195,MADRID. RETIRO,MADRID,667,11.4,10.2,9.8,07:00,13,13:10,26,2.2,11.4,03:10,943,10,939,0
03/01/2014,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,10.6,6.8,9.6,07:00,11.6,13:50,88,1.9,9.4,00:40,,,,
04/01/2014,3195,MADRID. RETIRO,MADRID,667,7.2,7.5,3.9,21:20,10.6,10:10,23,5.8,20.8,11:50,942.8,24,931.2,14
04/01/2014,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.9,6.1,3.2,20:50,10.6,Varias,88,6.4,17.2,12:50,,,,
04/01/2014,3195,MADRID. RETIRO,MADRID,667,7.2,7.5,3.9,21:20,10.6,10:10,23,5.8,20.8,11:50,942.8,24,931.2,14
05/01/2014,3195,MADRID. RETIRO,MADRID,667,6,0.6,3.3,04:50,8.6,13:02,28,2.8,9.7,13:10,944.9,21,942.8,0
05/01/2014,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.6,1,3,04:40,8.2,13:20,88,2.5,8.9,09:00,,,,
05/01/2014,3195,MADRID. RETIRO,MADRID,667,6,0.6,3.3,04:50,8.6,13:02,28,2.8,9.7,13:10,944.9,21,942.8,0
06/01/2014,3195,MADRID. RETIRO,MADRID,667,8.6,0,6.1,07:50,11,Varias,23,1.7,9.2,13:40,944.5,0,942,13
06/01/2014,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.6,0,6.5,07:50,10.6,Varias,88,1.1,8.3,11:10,,,,
06/01/2014,3195,MADRID. RETIRO,MADRID,667,8.6,0,6.1,07:50,11,Varias,23,1.7,9.2,13:40,944.5,0,942,13
07/01/2014,3195,MADRID. RETIRO,MADRID,667,10.5,0,8.2,06:50,12.8,Varias,5,0.6,4.4,23:40,944.2,24,942.1,6
