fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin
01/01/2010,3195,MADRID. RETIRO,MADRID,667,5.6,0.1,3.6,Varias,7.6,12:30,26,4.4,16.1,13:20,938.5,24,928.5,0
01/01/2010,3195,MADRID. RETIRO,MADRID,667,5.6,0.1,3.6,Varias,7.6,12:30,26,4.4,16.1,13:20,938.5,24,928.5,0
02/01/2010,3195,MADRID. RETIRO,MADRID,667,5,0,2.6,03:40,7.5,15:10,27,1.1,5.8,01:00,942.8,Varias,938.5,0
02/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5,0,2.3,Varias,7.6,Varias,,0,,,,,,
02/01/2010,3195,MADRID. RETIRO,MADRID,667,5,0,2.6,03:40,7.5,15:10,27,1.1,5.8,01:00,942.8,Varias,938.5,0
03/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.7,4.3,2.3,02:10,7.1,12:40,15,0.6,4.7,15:20,,,,
03/01/2010,3195,MADRID. RETIRO,MADRID,667,5.8,6.7,4.2,02:30,7.4,13:20,16,0.8,5.3,15:20,941.6,3,936.4,24
03/01/2010,3195,MADRID. RETIRO,MADRID,667,5.8,6.7,4.2,02:30,7.4,13:20,16,0.8,5.3,15:20,941.6,3,936.4,24
04/01/2010,3195,MADRID. RETIRO,MADRID,667,7.8,9.5,6.4,Varias,9.2,17:10,4,1.7,6.7,06:20,936.4,0,924.2,24
04/01/2010,3195,MADRID. RETIRO,MADRID,667,7.8,9.5,6.4,Varias,9.2,17:10,4,1.7,6.7,06:20,936.4,0,924.2,24
04/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7.8,8.5,6.3,00:50,9.4,17:00,6,1.1,5.6,09:00,,,,
05/01/2010,3195,MADRID. RETIRO,MADRID,667,8,0,6.2,23:59,9.8,14:50,31,0.6,5.3,21:30,926,24,922.6,6
05/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.2,0,4.7,23:59,11.7,12:50,27,0.6,8.1,15:10,,,,
05/01/2010,3195,MADRID. RETIRO,MADRID,667,8,0,6.2,23:59,9.8,14:50,31,0.6,5.3,21:30,926,24,922.6,6
06/01/2010,3195,MADRID. RETIRO,MADRID,667,5.2,5.3,3.6,23:59,6.8,14:10,23,2.8,8.1,15:05,928.6,11,925.8,24
06/01/2010,3195,MADRID. RETIRO,MADRID,667,5.2,5.3,3.6,23:59,6.8,14:10,23,2.8,8.1,15:05,928.6,11,925.8,24
06/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.8,4.8,3.3,03:50,8.2,14:20,99,1.7,8.1,Varias,,,,
07/01/2010,3195,MADRID. RETIRO,MADRID,667,2.1,9.3,0.6,Varias,3.6,00:00,2,5,16.1,14:00,925.8,0,920.3,14
07/01/2010,3195,MADRID. RETIRO,MADRID,667,2.1,9.3,0.6,Varias,3.6,00:00,2,5,16.1,14:00,925.8,0,920.3,14
07/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,2.4,7.2,0.5,23:30,4.2,,7,3.9,14.2,12:50,,,,
08/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,1.6,0.9,-1.2,22:10,4.4,13:50,34,2.8,13.9,05:10,,,,
08/01/2010,3195,MADRID. RETIRO,MADRID,667,1.4,0,-0.2,07:00,3,13:30,,3.6,,,934.1,24,923.4,0
08/01/2010,3195,MADRID. RETIRO,MADRID,667,1.4,0,-0.2,07:00,3,13:30,,3.6,,,934.1,24,923.4,0
09/01/2010,3195,MADRID. RETIRO,MADRID,667,0.3,0,-1.8,Varias,2.4,13:15,32,2.5,9.7,14:40,938.8,24,934.1,0
09/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,0.8,0,-2.8,Varias,4.5,14:20,28,3.3,10.3,11:50,,,,
09/01/2010,3195,MADRID. RETIRO,MADRID,667,0.3,0,-1.8,Varias,2.4,13:15,32,2.5,9.7,14:40,938.8,24,934.1,0
10/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,-2.1,0,-5.2,07:00,1,13:30,24,0.8,4.4,00:10,,,,
10/01/2010,3195,MADRID. RETIRO,MADRID,667,-1.8,4.4,-3.8,07:55,0.1,14:00,26,0.3,4.4,00:40,938.8,0,934.9,18
10/01/2010,3195,MADRID. RETIRO,MADRID,667,-1.8,4.4,-3.8,07:55,0.1,14:00,26,0.3,4.4,00:40,938.8,0,934.9,18
11/01/2010,3195,MADRID. RETIRO,MADRID,667,-0.4,0.2,-2.8,05:10,2,13:15,22,1.7,4.7,17:30,943.1,22,936,Varias
11/01/2010,3195,MADRID. RETIRO,MADRID,667,-0.4,0.2,-2.8,05:10,2,13:15,22,1.7,4.7,17:30,943.1,22,936,Varias
11/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,0,7.1,-3.5,08:20,3.6,13:40,,0,,,,,,
12/01/2010,3195,MADRID. RETIRO,MADRID,667,1.6,6.2,-0.6,00:15,3.8,21:10,31,1.4,9.2,21:10,942.6,0,929.8,17
12/01/2010,3195,MADRID. RETIRO,MADRID,667,1.6,6.2,-0.6,00:15,3.8,21:10,31,1.4,9.2,21:10,942.6,0,929.8,17
12/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,2.2,6.3,0.3,00:10,4,21:10,25,0,6.1,19:30,,,,
13/01/2010,3195,MADRID. RETIRO,MADRID,667,4.6,10.7,1.4,05:40,7.9,23:59,26,2.2,7.2,06:10,937.6,9,925.5,24
13/01/2010,3195,MADRID. RETIRO,MADRID,667,4.6,10.7,1.4,05:40,7.9,23:59,26,2.2,7.2,06:10,937.6,9,925.5,24
13/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5,9.4,2.1,00:20,7.8,21:40,16,0,7.2,20:20,,,,
14/01/2010,3195,MADRID. RETIRO,MADRID,667,8.4,0,6.4,23:59,10.5,13:15,22,5.6,17.8,05:00,939.9,24,923.3,4
14/01/2010,3195,MADRID. RETIRO,MADRID,667,8.4,0,6.4,23:59,10.5,13:15,22,5.6,17.8,05:00,939.9,24,923.3,4
14/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9.2,0,6.6,23:00,11.9,12:40,28,7.5,20,08:40,,,,
15/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5,0,0.5,05:30,9.6,13:20,28,0.8,5,00:10,,,,
15/01/2010,3195,MADRID. RETIRO,MADRID,667,5.1,0,2.2,05:40,8,Varias,17,1.4,5.6,06:20,946,24,939.9,0
15/01/2010,3195,MADRID. RETIRO,MADRID,667,5.1,0,2.2,05:40,8,Varias,17,1.4,5.6,06:20,946,24,939.9,0
16/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.3,0.3,3.8,07:50,8.8,20:10,,,,,,,,
16/01/2010,3195,MADRID. RETIRO,MADRID,667,6.7,0.2,4.4,07:10,9,Varias,23,0.6,4.7,13:10,946,0,944.5,Varias
16/01/2010,3195,MADRID. RETIRO,MADRID,667,6.7,0.2,4.4,07:10,9,Varias,23,0.6,4.7,13:10,946,0,944.5,Varias
17/01/2010,3195,MADRID. RETIRO,MADRID,667,9.9,0,8.4,Varias,11.4,16:50,23,1.4,6.7,14:30,946.6,12,945,Varias
17/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9.3,0,7.3,04:00,11.3,15:00,,0,,,,,,
17/01/2010,3195,MADRID. RETIRO,MADRID,667,9.9,0,8.4,Varias,11.4,16:50,23,1.4,6.7,14:30,946.6,12,945,Varias
18/01/2010,3195,MADRID. RETIRO,MADRID,667,10.6,0.4,8.3,01:50,12.8,Varias,22,1.4,5.8,17:30,945.6,0,941.3,13
18/01/2010,3195,MADRID. RETIRO,MADRID,667,10.6,0.4,8.3,01:50,12.8,Varias,22,1.4,5.8,17:30,945.6,0,941.3,13
18/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,11.2,0.2,7.9,Varias,14.5,14:40,,0.3,,,,,,
19/01/2010,3195,MADRID. RETIRO,MADRID,667,9.1,2.4,7,23:59,11.2,16:30,24,1.9,6.4,15:10,942.8,0,939.8,15
19/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9,1.2,6.4,Varias,11.6,15:30,99,1.7,5.8,Varias,,,,
19/01/2010,3195,MADRID. RETIRO,MADRID,667,9.1,2.4,7,23:59,11.2,16:30,24,1.9,6.4,15:10,942.8,0,939.8,15
20/01/2010,3195,MADRID. RETIRO,MADRID,667,8.5,0,5,14:15,12,13:50,30,2.8,9.4,18:40,945.2,23,941.5,0
20/01/2010,3195,MADRID. RETIRO,MADRID,667,8.5,0,5,14:15,12,13:50,30,2.8,9.4,18:40,945.2,23,941.5,0
20/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.8,0,4.6,22:50,12.9,Varias,26,1.4,10,16:20,,,,
21/01/2010,3195,MADRID. RETIRO,MADRID,667,6,0,3,05:20,9,15:45,8,0.8,3.3,07:50,945.9,5,943.9,11
21/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.8,0,0,07:30,9.5,15:40,,,,,,,,
21/01/2010,3195,MADRID. RETIRO,MADRID,667,6,0,3,05:20,9,15:45,8,0.8,3.3,07:50,945.9,5,943.9,11
22/01/2010,3195,MADRID. RETIRO,MADRID,667,5.9,0,3.4,03:30,8.4,12:30,18,0.8,4.2,12:50,945.1,0,940.4,24
22/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.2,0.7,1.4,Varias,9,Varias,,,,,,,,
22/01/2010,3195,MADRID. RETIRO,MADRID,667,5.9,0,3.4,03:30,8.4,12:30,18,0.8,4.2,12:50,945.1,0,940.4,24
23/01/2010,3195,MADRID. RETIRO,MADRID,667,8.6,0,6.4,Varias,10.8,Varias,10,1.4,7.8,12:20,940.4,0,938,15
23/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.6,0.2,6.1,Varias,11.1,Varias,,1.7,,,,,,
23/01/2010,3195,MADRID. RETIRO,MADRID,667,8.6,0,6.4,Varias,10.8,Varias,10,1.4,7.8,12:20,940.4,0,938,15
24/01/2010,3195,MADRID. RETIRO,MADRID,667,8.8,Ip,6,07:30,11.5,16:05,,,,,945.4,23,939.5,2
24/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9.2,0.1,5.8,08:00,12.5,15:30,9,1.4,10,22:30,,,,
24/01/2010,3195,MADRID. RETIRO,MADRID,667,8.8,Ip,6,07:30,11.5,16:05,,,,,945.4,23,939.5,2
25/01/2010,3195,MADRID. RETIRO,MADRID,667,5.2,5.5,2.1,23:59,8.4,14:30,5,1.9,12.2,22:30,945.1,0,939.8,19
25/01/2010,3195,MADRID. RETIRO,MADRID,667,5.2,5.5,2.1,23:59,8.4,14:30,5,1.9,12.2,22:30,945.1,0,939.8,19
25/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.4,0.3,1.6,07:40,9.1,14:10,9,1.9,12.5,23:59,,,,
26/01/2010,3195,MADRID. RETIRO,MADRID,667,4.4,0,0.3,Varias,8.5,14:50,9,5,16.9,05:50,943.6,11,940.3,5
26/01/2010,3195,MADRID. RETIRO,MADRID,667,4.4,0,0.3,Varias,8.5,14:50,9,5,16.9,05:50,943.6,11,940.3,5
26/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.8,3.7,0.3,Varias,9.3,15:50,6,4.4,15,09:30,,,,
27/01/2010,3195,MADRID. RETIRO,MADRID,667,2.4,0.1,0.5,03:30,4.3,14:50,8,3.9,14.4,11:20,944.8,23,939.4,7
27/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,1.2,0,-1.8,05:00,4.3,15:10,6,3.6,14.4,11:10,,,,
27/01/2010,3195,MADRID. RETIRO,MADRID,667,2.4,0.1,0.5,03:30,4.3,14:50,8,3.9,14.4,11:20,944.8,23,939.4,7
28/01/2010,3195,MADRID. RETIRO,MADRID,667,3.6,0,-2.1,08:00,9.4,16:40,2,1.9,9.7,18:30,944.7,0,938.2,Varias
28/01/2010,3195,MADRID. RETIRO,MADRID,667,3.6,0,-2.1,08:00,9.4,16:40,2,1.9,9.7,18:30,944.7,0,938.2,Varias
28/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4,0,-4,08:40,12,15:50,,1.4,,,,,,
29/01/2010,3195,MADRID. RETIRO,MADRID,667,5.7,0,-0.2,06:45,11.6,Varias,32,1.9,12.8,17:00,941,0,928.1,17
29/01/2010,3195,MADRID. RETIRO,MADRID,667,5.7,0,-0.2,06:45,11.6,Varias,32,1.9,12.8,17:00,941,0,928.1,17
29/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6,0,-1.8,Varias,13.7,Varias,,,,,,,,
30/01/2010,3195,MADRID. RETIRO,MADRID,667,6.9,0,3.5,08:05,10.3,14:40,30,3.3,13.1,14:30,932.3,10,929,Varias
30/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,,0,,,,,,2.8,,,,,,
30/01/2010,3195,MADRID. RETIRO,MADRID,667,6.9,0,3.5,08:05,10.3,14:40,30,3.3,13.1,14:30,932.3,10,929,Varias
31/01/2010,3195,MADRID. RETIRO,MADRID,667,6.7,0,3.2,05:30,10.2,13:30,32,2.2,9.4,22:50,935,24,930.3,5
31/01/2010,3195,MADRID. RETIRO,MADRID,667,6.7,0,3.2,05:30,10.2,13:30,32,2.2,9.4,22:50,935,24,930.3,5
31/01/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.6,0,1.9,06:20,11.4,12:40,24,2.8,11.1,19:50,,,,
01/02/2010,3195,MADRID. RETIRO,MADRID,667,6.1,0,2.5,07:30,9.7,13:45,7,1.9,3.9,09:20,945.2,24,935,0
01/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.6,0,-0.1,23:59,11.2,16:30,30,0.8,8.1,00:10,,,,
01/02/2010,3195,MADRID. RETIRO,MADRID,667,6.1,0,2.5,07:30,9.7,13:45,7,1.9,3.9,09:20,945.2,24,935,0
02/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.2,0,-2.4,06:00,10.7,16:00,23,0,4.2,12:30,,,,
02/02/2010,3195,MADRID. RETIRO,MADRID,667,4.8,0,0.2,07:00,9.5,15:50,4,0.6,5.8,00:50,946.2,Varias,943.6,18
02/02/2010,3195,MADRID. RETIRO,MADRID,667,4.8,0,0.2,07:00,9.5,15:50,4,0.6,5.8,00:50,946.2,Varias,943.6,18
03/02/2010,3195,MADRID. RETIRO,MADRID,667,6.7,0.8,0.8,07:55,12.6,16:00,5,1.4,5.8,07:05,943.8,0,935.9,24
03/02/2010,3195,MADRID. RETIRO,MADRID,667,6.7,0.8,0.8,07:55,12.6,16:00,5,1.4,5.8,07:05,943.8,0,935.9,24
03/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.4,0.7,-3.4,07:40,14.3,15:50,,,,,,,,
04/02/2010,3195,MADRID. RETIRO,MADRID,667,7.9,3.6,6.2,06:50,9.6,Varias,25,1.1,14.2,23:50,935.9,0,933.6,5
04/02/2010,3195,MADRID. RETIRO,MADRID,667,7.9,3.6,6.2,06:50,9.6,Varias,25,1.1,14.2,23:50,935.9,0,933.6,5
04/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7.9,1.3,5.7,06:30,10.1,15:00,,0,,,,,,
05/02/2010,3195,MADRID. RETIRO,MADRID,667,9.7,0,7,Varias,12.4,15:30,27,3.1,14.7,00:50,944.6,24,935.3,0
05/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9.8,0,6.5,23:59,13.1,15:50,24,2.2,14.2,00:10,,,,
05/02/2010,3195,MADRID. RETIRO,MADRID,667,9.7,0,7,Varias,12.4,15:30,27,3.1,14.7,00:50,944.6,24,935.3,0
06/02/2010,3195,MADRID. RETIRO,MADRID,667,9.6,0,5.2,Varias,14,12:40,29,3.3,12.5,13:10,945,2,942.6,24
06/02/2010,3195,MADRID. RETIRO,MADRID,667,9.6,0,5.2,Varias,14,12:40,29,3.3,12.5,13:10,945,2,942.6,24
06/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9.7,0,4.7,23:30,14.7,14:50,,2.2,,,,,,
07/02/2010,3195,MADRID. RETIRO,MADRID,667,7.6,0.4,3.8,07:15,11.4,Varias,21,1.4,4.7,17:40,942.6,0,933,24
07/02/2010,3195,MADRID. RETIRO,MADRID,667,7.6,0.4,3.8,07:15,11.4,Varias,21,1.4,4.7,17:40,942.6,0,933,24
07/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,6.6,0.2,1.7,07:00,11.4,Varias,,,,,,,,
08/02/2010,3195,MADRID. RETIRO,MADRID,667,9.2,4.8,7,04:30,11.4,15:10,27,1.9,8.3,17:30,933,0,922.4,22
08/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9.2,6.5,6.7,,11.6,16:10,,1.1,,,,,,
08/02/2010,3195,MADRID. RETIRO,MADRID,667,9.2,4.8,7,04:30,11.4,15:10,27,1.9,8.3,17:30,933,0,922.4,22
09/02/2010,3195,MADRID. RETIRO,MADRID,667,7.6,0,3.7,23:59,11.6,13:15,,,,,930.3,24,922.7,0
09/02/2010,3195,MADRID. RETIRO,MADRID,667,7.6,0,3.7,23:59,11.6,13:15,,,,,930.3,24,922.7,0
09/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,,0,,,,,,,,,,,,
10/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,,0,,,,,,,,,,,,
10/02/2010,3195,MADRID. RETIRO,MADRID,667,4.2,0,0.8,07:00,7.5,14:20,4,,7.8,23:05,931.9,11,928.3,23
10/02/2010,3195,MADRID. RETIRO,MADRID,667,4.2,0,0.8,07:00,7.5,14:20,4,,7.8,23:05,931.9,11,928.3,23
11/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,2,0,-2.5,07:00,6.5,15:00,,0.6,,,,,,
11/02/2010,3195,MADRID. RETIRO,MADRID,667,2.5,0,-1.1,05:50,6.1,13:50,2,1.7,11.7,15:50,934.6,24,928.8,0
11/02/2010,3195,MADRID. RETIRO,MADRID,667,2.5,0,-1.1,05:50,6.1,13:50,2,1.7,11.7,15:50,934.6,24,928.8,0
12/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,1.6,0,-4.1,07:00,7.4,14:00,,0.3,,,,,,
12/02/2010,3195,MADRID. RETIRO,MADRID,667,2.4,0,-1.6,07:15,6.4,16:10,3,0.8,8.9,07:00,935,Varias,930.2,20
12/02/2010,3195,MADRID. RETIRO,MADRID,667,2.4,0,-1.6,07:15,6.4,16:10,3,0.8,8.9,07:00,935,Varias,930.2,20
13/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,1.6,0,-2.1,06:30,5.4,14:50,8,2.5,12.2,08:30,,,,
13/02/2010,3195,MADRID. RETIRO,MADRID,667,1.4,0,-2.2,06:45,5,16:45,15,2.5,14.4,23:20,932.6,24,930.2,13
13/02/2010,3195,MADRID. RETIRO,MADRID,667,1.4,0,-2.2,06:45,5,16:45,15,2.5,14.4,23:20,932.6,24,930.2,13
14/02/2010,3195,MADRID. RETIRO,MADRID,667,1.1,0,-3,07:00,5.2,16:45,4,0.8,8.1,01:10,933.1,7,927.9,24
14/02/2010,3195,MADRID. RETIRO,MADRID,667,1.1,0,-3,07:00,5.2,16:45,4,0.8,8.1,01:10,933.1,7,927.9,24
14/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,0,0,-5.9,07:10,5.9,16:00,,0,,,,,,
15/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,0.4,17,-1.5,,2.3,13:10,6,2.2,8.6,07:50,,,,
15/02/2010,3195,MADRID. RETIRO,MADRID,667,1.3,17.8,0.4,02:45,2.2,15:10,5,3.1,7.8,02:50,927.9,0,919.1,24
15/02/2010,3195,MADRID. RETIRO,MADRID,667,1.3,17.8,0.4,02:45,2.2,15:10,5,3.1,7.8,02:50,927.9,0,919.1,24
16/02/2010,3195,MADRID. RETIRO,MADRID,667,4.2,24.9,1.7,Varias,6.8,23:50,4,2.2,8.1,05:20,919.1,0,912.6,17
16/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.3,22.5,1.8,00:10,6.8,23:59,6,1.7,6.4,05:10,,,,
16/02/2010,3195,MADRID. RETIRO,MADRID,667,4.2,24.9,1.7,Varias,6.8,23:50,4,2.2,8.1,05:20,919.1,0,912.6,17
17/02/2010,3195,MADRID. RETIRO,MADRID,667,7.5,0.3,4.8,Varias,10.2,14:10,23,4.7,12.8,15:10,924,24,912.4,4
17/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.4,0,5.7,23:59,11.1,15:10,25,4.4,14.7,15:20,,,,
17/02/2010,3195,MADRID. RETIRO,MADRID,667,7.5,0.3,4.8,Varias,10.2,14:10,23,4.7,12.8,15:10,924,24,912.4,4
18/02/2010,3195,MADRID. RETIRO,MADRID,667,5,0.2,2.2,06:40,7.8,15:30,27,1.9,7.8,01:40,925,7,917.9,24
18/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4.8,0.4,1.6,07:30,8,15:00,24,2.2,6.9,00:10,,,,
18/02/2010,3195,MADRID. RETIRO,MADRID,667,5,0.2,2.2,06:40,7.8,15:30,27,1.9,7.8,01:40,925,7,917.9,24
19/02/2010,3195,MADRID. RETIRO,MADRID,667,5.8,0.3,3.2,23:59,8.5,15:00,29,1.9,11.4,15:10,931.7,24,917.3,17
19/02/2010,3195,MADRID. RETIRO,MADRID,667,5.8,0.3,3.2,23:59,8.5,15:00,29,1.9,11.4,15:10,931.7,24,917.3,17
19/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.8,0,1.6,23:59,10,14:50,27,1.9,13.3,14:30,,,,
20/02/2010,3195,MADRID. RETIRO,MADRID,667,5.3,2.2,1,06:40,9.6,Varias,23,3.1,10,14:50,934.7,10,931.5,24
20/02/2010,3195,MADRID. RETIRO,MADRID,667,5.3,2.2,1,06:40,9.6,Varias,23,3.1,10,14:50,934.7,10,931.5,24
20/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,5.4,2.3,0.5,05:20,10.3,14:10,23,2.8,9.2,16:00,,,,
21/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,4,9.8,1.6,08:50,6.3,16:50,,0.8,,,,,,
21/02/2010,3195,MADRID. RETIRO,MADRID,667,4.2,11.1,1.8,Varias,6.6,16:20,4,1.7,6.7,10:10,931.5,0,923,13
21/02/2010,3195,MADRID. RETIRO,MADRID,667,4.2,11.1,1.8,Varias,6.6,16:20,4,1.7,6.7,10:10,931.5,0,923,13
22/02/2010,3195,MADRID. RETIRO,MADRID,667,8.8,9.1,6,00:00,11.6,15:40,21,3.9,14.7,12:40,927.2,24,922.7,7
22/02/2010,3195,MADRID. RETIRO,MADRID,667,8.8,9.1,6,00:00,11.6,15:40,21,3.9,14.7,12:40,927.2,24,922.7,7
22/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9,11.8,5.8,00:30,12.1,15:20,22,3.1,11.9,11:30,,,,
23/02/2010,3195,MADRID. RETIRO,MADRID,667,9,13.5,6.6,03:05,11.4,12:40,25,2.5,13.3,11:05,931.7,24,927.2,0
23/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.6,9.4,6.4,23:10,10.9,11:40,26,2.5,14.4,12:50,,,,
23/02/2010,3195,MADRID. RETIRO,MADRID,667,9,13.5,6.6,03:05,11.4,12:40,25,2.5,13.3,11:05,931.7,24,927.2,0
24/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9.8,2.1,6.5,00:30,13.2,13:00,23,5.8,18.9,12:10,,,,
24/02/2010,3195,MADRID. RETIRO,MADRID,667,8.2,1.7,3.7,00:50,12.7,12:30,25,5.3,17.2,13:00,936.9,12,931.6,2
24/02/2010,3195,MADRID. RETIRO,MADRID,667,8.2,1.7,3.7,00:50,12.7,12:30,25,5.3,17.2,13:00,936.9,12,931.6,2
25/02/2010,3195,MADRID. RETIRO,MADRID,667,10.2,12.6,8.5,06:10,12,11:50,26,3.9,15.3,14:50,935.8,0,927.2,15
25/02/2010,3195,MADRID. RETIRO,MADRID,667,10.2,12.6,8.5,06:10,12,11:50,26,3.9,15.3,14:50,935.8,0,927.2,15
25/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,10.1,9.5,8.3,23:00,11.9,11:50,24,3.9,15.8,14:10,,,,
26/02/2010,3195,MADRID. RETIRO,MADRID,667,8,5.3,4.8,07:00,11.2,12:50,27,1.7,11.1,02:50,935.4,13,930.9,0
26/02/2010,3195,MADRID. RETIRO,MADRID,667,8,5.3,4.8,07:00,11.2,12:50,27,1.7,11.1,02:50,935.4,13,930.9,0
26/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,7.5,4.6,3.7,06:50,11.3,12:30,,0.8,,,,,,
27/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,12.9,1.6,6.9,04:00,18.9,16:20,23,1.4,22.5,21:30,,,,
27/02/2010,3195,MADRID. RETIRO,MADRID,667,13,1.3,7,05:10,19,16:15,26,3.9,20,21:50,934.3,0,915.8,19
27/02/2010,3195,MADRID. RETIRO,MADRID,667,13,1.3,7,05:10,19,16:15,26,3.9,20,21:50,934.3,0,915.8,19
28/02/2010,3195,MADRID. RETIRO,MADRID,667,8.7,2.4,5,07:30,12.4,Varias,24,1.9,14.7,00:10,932.8,12,925.7,0
28/02/2010,3195,MADRID. RETIRO,MADRID,667,8.7,2.4,5,07:30,12.4,Varias,24,1.9,14.7,00:10,932.8,12,925.7,0
28/02/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.7,,4.6,07:00,12.8,14:20,23,0.6,14.4,00:10,,,,
01/03/2010,3195,MADRID. RETIRO,MADRID,667,8.4,0,4.6,07:30,12.3,15:05,22,3.6,11.7,16:20,942.3,24,931.3,0
01/03/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,8.8,0,4.5,07:20,13.2,14:30,,2.5,,,,,,
01/03/2010,3195,MADRID. RETIRO,MADRID,667,8.4,0,4.6,07:30,12.3,15:05,22,3.6,11.7,16:20,942.3,24,931.3,0
02/03/2010,3194U,MADRID. CIUDAD UNIVERSITARIA,MADRID,664,9.6,3.6,4.7,00:30,14.4,13:20,13,3.3,13.3,19:10,,,,
02/03/2010,3195,MADRID. RETIRO,MADRID,667,9.8,4.5,5.5,06:30,14.2,12:45,15,4.7,12.8,18:50,942.3,0,930.6,24
02/03/2010,3195,MADRID. RETIRO,MADRID,667,9.8,4.5,5.5,06:30,14.2,12:45,15,4.7,12.8,18:50,942.3,0,930.6,24
03/03/2010,3195,MADRID. RETIRO,MADRID,667,10,0.6,6.4,Varias,13.5,16:15,27,2.2,10.3,15:00,932,24,928.6,Varias
